mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-16 17:19:35.404,2021-03-16-17-19-35-404,692,509,901,148,0,1241,798,0,0,0,0,0,1625,2102,11,12
2021-03-16 17:19:35.435,2021-03-16-17-19-35-435,692,509,901,148,0,1241,798,0,0,0,0,0,1625,2102,11,12
2021-03-16 17:19:35.451,2021-03-16-17-19-35-451,692,509,901,148,0,1241,798,0,0,0,0,0,1622,2112,2,58
2021-03-16 17:19:35.482,2021-03-16-17-19-35-482,693,346,901,133,0,1240,0,0,0,0,0,0,1624,2101,11,4
2021-03-16 17:19:35.513,2021-03-16-17-19-35-513,693,346,901,133,0,1240,0,0,0,0,0,0,1625,2102,11,10
2021-03-16 17:19:35.529,2021-03-16-17-19-35-529,693,346,901,133,0,1240,0,0,0,0,0,0,1625,2102,11,12
2021-03-16 17:19:35.560,2021-03-16-17-19-35-560,693,346,901,133,0,1240,0,0,0,0,0,0,1625,2102,11,12
2021-03-16 17:19:35.591,2021-03-16-17-19-35-591,693,346,901,133,0,1240,0,0,0,0,0,0,1626,2102,11,12
2021-03-16 17:19:35.607,2021-03-16-17-19-35-607,693,346,901,133,0,1240,0,0,0,0,0,0,1625,2103,11,10
2021-03-16 17:19:35.638,2021-03-16-17-19-35-638,306,346,461,133,0,174,0,0,0,0,0,0,1625,2102,11,10
2021-03-16 17:19:35.669,2021-03-16-17-19-35-669,306,346,461,133,0,174,0,0,0,0,0,0,1626,2102,11,12
2021-03-16 17:19:35.701,2021-03-16-17-19-35-701,306,346,461,133,0,174,0,0,0,0,0,0,1626,2104,11,12
2021-03-16 17:19:35.732,2021-03-16-17-19-35-732,306,346,461,133,0,174,0,0,0,0,0,0,1627,2102,11,10
2021-03-16 17:19:35.763,2021-03-16-17-19-35-763,306,346,461,133,0,174,0,0,0,0,0,0,1625,2102,11,12
2021-03-16 17:19:35.794,2021-03-16-17-19-35-794,306,346,461,133,0,174,0,0,0,0,0,0,1624,2103,10,12
2021-03-16 17:19:35.826,2021-03-16-17-19-35-826,306,346,461,133,0,173,0,0,0,0,0,0,1626,2101,11,10
2021-03-16 17:19:35.857,2021-03-16-17-19-35-857,306,346,461,133,0,173,0,0,0,0,0,0,1626,2103,11,16
2021-03-16 17:19:35.873,2021-03-16-17-19-35-873,306,346,461,133,0,173,0,0,0,0,0,0,1626,2101,11,10
2021-03-16 17:19:35.888,2021-03-16-17-19-35-888,306,346,461,133,0,173,0,0,0,0,0,0,1626,2104,11,10
2021-03-16 17:19:35.903,2021-03-16-17-19-35-903,306,346,461,133,0,173,0,0,0,0,0,0,1626,2103,11,10
2021-03-16 17:19:35.935,2021-03-16-17-19-35-935,306,346,461,133,0,173,0,0,0,0,0,0,1626,2102,11,12
2021-03-16 17:19:35.966,2021-03-16-17-19-35-966,305,346,461,134,0,174,0,0,0,0,0,0,1627,2102,14,12
2021-03-16 17:19:35.998,2021-03-16-17-19-35-998,305,346,461,134,0,174,0,0,0,0,0,0,1626,2103,11,12
2021-03-16 17:19:36.013,2021-03-16-17-19-36-013,305,346,461,134,0,174,0,0,0,0,0,0,1625,2103,11,12
2021-03-16 17:19:36.045,2021-03-16-17-19-36-045,305,346,461,134,0,174,0,0,0,0,0,0,1626,2098,11,0
