mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-23 19:59:51.738,2021-03-23-19-59-51-738,973,599,1133,170,0,2240,0,0,0,0,0,0,1651,2923,11,12
2021-03-23 19:59:51.769,2021-03-23-19-59-51-769,973,599,1133,170,0,2240,0,0,0,0,0,0,1650,2922,11,10
2021-03-23 19:59:51.785,2021-03-23-19-59-51-785,973,599,1133,170,0,2240,0,0,0,0,0,0,1650,2922,11,10
2021-03-23 19:59:51.816,2021-03-23-19-59-51-816,973,599,1133,170,0,2240,0,0,0,0,0,0,1651,2923,11,12
2021-03-23 19:59:51.832,2021-03-23-19-59-51-832,973,599,1133,170,0,2240,0,0,0,0,0,0,1649,2923,11,12
2021-03-23 19:59:51.863,2021-03-23-19-59-51-863,973,599,1133,170,0,2240,0,0,0,0,0,0,1650,2921,11,10
2021-03-23 19:59:51.894,2021-03-23-19-59-51-894,234,437,416,170,0,305,0,0,0,0,0,0,1652,2923,13,12
2021-03-23 19:59:51.925,2021-03-23-19-59-51-925,234,437,416,170,0,305,0,0,0,0,0,0,1650,2923,10,10
2021-03-23 19:59:51.941,2021-03-23-19-59-51-941,234,437,416,170,0,305,0,0,0,0,0,0,1650,2921,11,10
2021-03-23 19:59:51.957,2021-03-23-19-59-51-957,234,437,416,170,0,305,0,0,0,0,0,0,1650,2925,11,12
2021-03-23 19:59:51.988,2021-03-23-19-59-51-988,234,437,416,170,0,305,0,0,0,0,0,0,1651,2919,13,8
2021-03-23 19:59:52.019,2021-03-23-19-59-52-019,234,437,416,170,0,305,0,0,0,0,0,0,1649,2923,10,12
2021-03-23 19:59:52.035,2021-03-23-19-59-52-035,234,437,416,170,0,305,0,0,0,0,0,0,1651,2923,11,12
2021-03-23 19:59:52.066,2021-03-23-19-59-52-066,234,437,415,170,0,305,0,0,0,0,0,0,1651,2923,11,12
2021-03-23 19:59:52.097,2021-03-23-19-59-52-097,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,10
2021-03-23 19:59:52.113,2021-03-23-19-59-52-113,234,437,415,170,0,305,0,0,0,0,0,0,1649,2923,11,12
2021-03-23 19:59:52.144,2021-03-23-19-59-52-144,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,10
2021-03-23 19:59:52.160,2021-03-23-19-59-52-160,234,437,415,170,0,305,0,0,0,0,0,0,1650,2922,11,10
2021-03-23 19:59:52.191,2021-03-23-19-59-52-191,234,437,415,170,0,305,0,0,0,0,0,0,1651,2923,11,10
2021-03-23 19:59:52.222,2021-03-23-19-59-52-222,234,437,415,170,0,305,0,0,0,0,0,0,1651,2925,11,14
2021-03-23 19:59:52.238,2021-03-23-19-59-52-238,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,10
2021-03-23 19:59:52.269,2021-03-23-19-59-52-269,234,437,415,170,0,305,0,0,0,0,0,0,1650,2924,11,12
2021-03-23 19:59:52.300,2021-03-23-19-59-52-300,234,437,415,170,0,305,0,0,0,0,0,0,1651,2923,11,10
2021-03-23 19:59:52.316,2021-03-23-19-59-52-316,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,12
2021-03-23 19:59:52.347,2021-03-23-19-59-52-347,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,12
2021-03-23 19:59:52.378,2021-03-23-19-59-52-378,234,437,415,170,0,305,0,0,0,0,0,0,1651,2923,11,10
2021-03-23 19:59:52.394,2021-03-23-19-59-52-394,234,437,415,170,0,305,0,0,0,0,0,0,1650,2923,11,10
2021-03-23 19:59:52.425,2021-03-23-19-59-52-425,234,437,415,170,0,305,0,0,0,0,0,0,1650,2927,10,32
2021-03-23 19:59:52.441,2021-03-23-19-59-52-441,234,437,415,170,0,305,0,0,0,0,0,0,1650,2921,11,10
