mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-23 19:33:46.969,2021-03-23-19-33-46-969,832,577,901,201,0,2609,26,1530,0,0,0,0,1627,2922,11,12
2021-03-23 19:33:47.000,2021-03-23-19-33-47-000,832,577,901,201,0,2609,26,1530,0,0,0,0,1627,2924,13,16
2021-03-23 19:33:47.031,2021-03-23-19-33-47-031,832,577,901,201,0,2609,26,1530,0,0,0,0,1626,2919,11,10
2021-03-23 19:33:47.047,2021-03-23-19-33-47-047,832,577,901,201,0,2609,26,1530,0,0,0,0,1626,2923,11,14
2021-03-23 19:33:47.062,2021-03-23-19-33-47-062,832,577,901,201,0,2609,26,1530,0,0,0,0,1626,2923,11,12
2021-03-23 19:33:47.094,2021-03-23-19-33-47-094,832,577,901,201,0,2609,26,1530,0,0,0,0,1625,2922,11,10
2021-03-23 19:33:47.109,2021-03-23-19-33-47-109,229,433,412,181,0,325,0,0,0,0,0,0,1625,2921,11,10
2021-03-23 19:33:47.141,2021-03-23-19-33-47-141,229,433,412,181,0,325,0,0,0,0,0,0,1626,2922,11,12
2021-03-23 19:33:47.172,2021-03-23-19-33-47-172,229,433,412,181,0,325,0,0,0,0,0,0,1627,2923,13,14
2021-03-23 19:33:47.188,2021-03-23-19-33-47-188,229,433,412,181,0,325,0,0,0,0,0,0,1627,2920,11,8
2021-03-23 19:33:47.219,2021-03-23-19-33-47-219,229,433,412,181,0,325,0,0,0,0,0,0,1627,2921,11,10
2021-03-23 19:33:47.234,2021-03-23-19-33-47-234,229,433,412,181,0,325,0,0,0,0,0,0,1627,2921,11,10
2021-03-23 19:33:47.266,2021-03-23-19-33-47-266,229,433,412,181,0,325,0,0,0,0,0,0,1626,2923,10,10
2021-03-23 19:33:47.297,2021-03-23-19-33-47-297,229,433,412,181,0,325,0,0,0,0,0,0,1625,2923,10,12
2021-03-23 19:33:47.312,2021-03-23-19-33-47-312,229,433,412,181,0,325,0,0,0,0,0,0,1627,2921,11,10
2021-03-23 19:33:47.344,2021-03-23-19-33-47-344,229,433,412,181,0,325,0,0,0,0,0,0,1626,2923,11,12
2021-03-23 19:33:47.375,2021-03-23-19-33-47-375,229,433,412,181,0,325,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:47.391,2021-03-23-19-33-47-391,229,433,412,181,0,325,0,0,0,0,0,0,1626,2922,11,10
2021-03-23 19:33:47.422,2021-03-23-19-33-47-422,229,433,412,181,0,326,0,0,0,0,0,0,1627,2923,13,14
2021-03-23 19:33:47.453,2021-03-23-19-33-47-453,229,433,412,181,0,326,0,0,0,0,0,0,1626,2922,11,10
2021-03-23 19:33:47.484,2021-03-23-19-33-47-484,229,433,412,181,0,326,0,0,0,0,0,0,1627,2923,11,10
2021-03-23 19:33:47.500,2021-03-23-19-33-47-500,229,433,412,181,0,326,0,0,0,0,0,0,1627,2923,11,10
2021-03-23 19:33:47.516,2021-03-23-19-33-47-516,229,433,412,181,0,326,0,0,0,0,0,0,1626,2921,10,10
2021-03-23 19:33:47.547,2021-03-23-19-33-47-547,229,433,412,181,0,326,0,0,0,0,0,0,1625,2923,11,10
2021-03-23 19:33:47.578,2021-03-23-19-33-47-578,229,433,412,181,0,326,0,0,0,0,0,0,1625,2921,11,10
2021-03-23 19:33:47.594,2021-03-23-19-33-47-594,229,433,412,181,0,326,0,0,0,0,0,0,1626,2919,11,10
2021-03-23 19:33:47.625,2021-03-23-19-33-47-625,229,433,412,181,0,326,0,0,0,0,0,0,1627,2923,13,12
2021-03-23 19:33:47.640,2021-03-23-19-33-47-640,229,433,412,181,0,326,0,0,0,0,0,0,1627,2923,14,12
2021-03-23 19:33:47.672,2021-03-23-19-33-47-672,229,433,412,181,0,326,0,0,0,0,0,0,1626,2923,10,12
2021-03-23 19:33:47.703,2021-03-23-19-33-47-703,229,433,412,181,0,326,0,0,0,0,0,0,1627,2921,11,10
2021-03-23 19:33:47.719,2021-03-23-19-33-47-719,229,433,412,181,0,326,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:47.750,2021-03-23-19-33-47-750,229,433,412,181,0,325,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:47.781,2021-03-23-19-33-47-781,229,433,412,181,0,325,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:47.797,2021-03-23-19-33-47-797,229,433,412,181,0,325,0,0,0,0,0,0,1627,2923,11,16
2021-03-23 19:33:47.828,2021-03-23-19-33-47-828,229,433,412,181,0,325,0,0,0,0,0,0,1626,2921,10,10
2021-03-23 19:33:47.859,2021-03-23-19-33-47-859,229,433,412,181,0,325,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:47.875,2021-03-23-19-33-47-875,229,433,412,181,0,325,0,0,0,0,0,0,1625,2922,11,10
2021-03-23 19:33:47.906,2021-03-23-19-33-47-906,230,433,412,181,0,326,0,0,0,0,0,0,1625,2921,11,10
2021-03-23 19:33:47.937,2021-03-23-19-33-47-937,230,433,412,181,0,326,0,0,0,0,0,0,1625,2922,10,10
2021-03-23 19:33:47.953,2021-03-23-19-33-47-953,230,433,412,181,0,326,0,0,0,0,0,0,1626,2921,11,12
2021-03-23 19:33:47.984,2021-03-23-19-33-47-984,230,433,412,181,0,326,0,0,0,0,0,0,1626,2921,10,10
2021-03-23 19:33:48.015,2021-03-23-19-33-48-015,230,433,412,181,0,326,0,0,0,0,0,0,1625,2922,11,10
2021-03-23 19:33:48.031,2021-03-23-19-33-48-031,230,433,412,181,0,326,0,0,0,0,0,0,1625,2922,11,12
2021-03-23 19:33:48.062,2021-03-23-19-33-48-062,230,433,412,181,0,326,0,0,0,0,0,0,1626,2923,13,12
2021-03-23 19:33:48.078,2021-03-23-19-33-48-078,230,433,412,181,0,326,0,0,0,0,0,0,1625,2922,11,10
2021-03-23 19:33:48.109,2021-03-23-19-33-48-109,230,433,412,181,0,326,0,0,0,0,0,0,1625,2921,11,10
2021-03-23 19:33:48.140,2021-03-23-19-33-48-140,230,433,412,181,0,326,0,0,0,0,0,0,1626,2922,11,14
2021-03-23 19:33:48.156,2021-03-23-19-33-48-156,230,433,412,181,0,326,0,0,0,0,0,0,1625,2922,10,10
2021-03-23 19:33:48.187,2021-03-23-19-33-48-187,230,433,412,181,0,326,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:48.219,2021-03-23-19-33-48-219,230,433,412,181,0,326,0,0,0,0,0,0,1626,2921,11,10
2021-03-23 19:33:48.234,2021-03-23-19-33-48-234,230,433,412,181,0,326,0,0,0,0,0,0,1626,2923,11,10
