date,auton_ext_pm25,auton_int_pm25,airkorea_pm25
2022-03-02 08:00:57,8,1,11
2022-03-02 08:01:08,13,1,11
2022-03-02 08:01:18,22,0,11
2022-03-02 08:01:28,22,0,11
2022-03-02 08:01:38,22,1,11
2022-03-02 08:01:48,22,1,11
2022-03-02 08:01:58,22,4,11
2022-03-02 08:02:08,22,4,11
2022-03-02 08:02:18,22,8,11
2022-03-02 08:02:28,22,8,11
2022-03-02 08:02:38,24,7,11
2022-03-02 08:02:48,24,7,11
2022-03-02 08:02:58,23,10,11
2022-03-02 08:03:08,23,10,11
2022-03-02 08:03:18,25,11,11
2022-03-02 08:03:28,25,11,11
2022-03-02 08:03:38,32,10,11
2022-03-02 08:03:48,32,10,11
2022-03-02 08:03:58,32,12,11
2022-03-02 08:04:08,32,12,11
2022-03-02 08:04:18,38,10,11
2022-03-02 08:04:28,32,10,11
2022-03-02 08:04:37,32,11,11
2022-03-02 08:04:48,23,11,11
2022-03-02 08:04:58,23,13,11
2022-03-02 08:05:08,23,13,11
2022-03-02 08:05:18,23,13,11
2022-03-02 08:05:28,29,13,12
2022-03-02 08:05:38,29,13,12
2022-03-02 08:05:47,37,13,12
2022-03-02 08:05:58,37,12,12
2022-03-02 08:06:08,39,12,12
2022-03-02 08:06:18,39,12,12
2022-03-02 08:06:28,51,11,12
2022-03-02 08:06:38,51,9,12
2022-03-02 08:06:48,21,9,12
2022-03-02 08:06:58,21,12,12
2022-03-02 08:07:09,23,12,12
2022-03-02 08:07:17,23,12,12
2022-03-02 08:07:28,21,12,12
2022-03-02 08:07:38,21,12,12
2022-03-02 08:07:48,39,12,12
2022-03-02 08:07:58,39,12,12
2022-03-02 08:08:08,53,11,12
2022-03-02 08:08:18,53,11,12
2022-03-02 08:08:28,49,8,12
2022-03-02 08:08:38,49,8,12
2022-03-02 08:08:48,42,8,12
2022-03-02 08:08:58,42,8,12
2022-03-02 08:09:08,36,8,12
2022-03-02 08:09:18,36,8,12
2022-03-02 08:09:28,17,8,12
2022-03-02 08:09:38,17,8,16
2022-03-02 08:09:48,16,10,16
2022-03-02 08:09:58,16,10,16
2022-03-02 08:10:08,16,8,16
2022-03-02 08:10:18,17,8,16
2022-03-02 08:10:30,17,7,16
2022-03-02 08:10:40,28,7,16
2022-03-02 08:10:53,28,5,16
2022-03-02 08:10:58,33,5,16
2022-03-02 08:11:08,33,6,16
2022-03-02 08:11:18,39,6,16
2022-03-02 08:11:28,39,7,16
2022-03-02 08:11:39,31,7,16
2022-03-02 08:11:48,31,7,16
2022-03-02 08:11:57,29,7,16
2022-03-02 08:12:08,29,5,16
2022-03-02 08:12:18,23,5,16
2022-03-02 08:12:28,23,5,16
2022-03-02 08:12:38,32,5,16
2022-03-02 08:12:48,32,2,16
2022-03-02 08:12:58,28,2,16
2022-03-02 08:13:18,21,6,16
2022-03-02 08:13:28,21,4,16
2022-03-02 08:13:38,22,4,16
2022-03-02 08:13:48,22,3,16
2022-03-02 08:13:58,22,3,16
2022-03-02 08:14:08,22,7,16
2022-03-02 08:14:18,22,7,16
2022-03-02 08:14:28,22,5,16
2022-03-02 08:14:39,19,5,16
2022-03-02 08:14:47,23,4,16
2022-03-02 08:14:58,23,4,16
2022-03-02 08:15:08,29,6,16
2022-03-02 08:15:18,29,6,16
2022-03-02 08:15:28,33,5,16
2022-03-02 08:15:38,33,5,16
2022-03-02 08:15:48,27,4,16
2022-03-02 08:16:01,27,4,16
2022-03-02 08:16:10,18,3,16
2022-03-02 08:16:19,18,3,16
2022-03-02 08:16:27,22,3,16
2022-03-02 08:16:38,22,3,16
2022-03-02 08:16:48,24,3,16
2022-03-02 08:16:58,24,3,16
2022-03-02 08:17:07,27,3,16
2022-03-02 08:17:18,27,5,16
2022-03-02 08:17:28,24,5,16
2022-03-02 08:17:38,24,5,16
2022-03-02 08:17:48,18,4,16
2022-03-02 08:17:58,18,4,16
2022-03-02 08:18:08,18,4,16
2022-03-02 08:18:22,18,4,16
2022-03-02 08:18:28,14,5,16
2022-03-02 08:18:38,14,5,16
2022-03-02 08:18:48,20,5,16
2022-03-02 08:18:58,20,5,16
2022-03-02 08:19:08,22,5,16
2022-03-02 08:19:18,22,5,16
2022-03-02 08:19:28,22,6,16
2022-03-02 08:19:38,22,6,16
2022-03-02 08:19:48,20,6,16
2022-03-02 08:19:58,20,4,16
2022-03-02 08:20:08,18,4,16
2022-03-02 08:20:18,18,3,16
2022-03-02 08:20:28,16,3,16
2022-03-02 08:20:38,16,4,16
2022-03-02 08:20:48,17,4,16
2022-03-02 08:20:58,17,2,16
2022-03-02 08:21:08,31,2,16
2022-03-02 08:21:18,31,3,16
2022-03-02 08:21:28,25,3,16
2022-03-02 08:21:38,17,2,16
2022-03-02 08:21:48,17,2,16
2022-03-02 08:21:58,28,3,16
2022-03-02 08:22:08,28,3,16
2022-03-02 08:22:18,18,3,16
2022-03-02 08:22:28,18,3,16
2022-03-02 08:22:38,16,5,16
2022-03-02 08:22:48,16,5,16
2022-03-02 08:22:58,18,4,16
2022-03-02 08:23:08,18,4,16
2022-03-02 08:23:18,19,2,16
2022-03-02 08:23:28,19,2,16
2022-03-02 08:23:38,45,5,16
2022-03-02 08:23:48,45,5,16
2022-03-02 08:23:58,28,5,16
2022-03-02 08:24:08,28,3,16
2022-03-02 08:24:18,41,3,16
2022-03-02 08:24:28,41,5,16
2022-03-02 08:24:38,49,5,16
2022-03-02 08:24:48,49,3,16
2022-03-02 08:24:58,21,3,16
2022-03-02 08:25:08,21,2,16
2022-03-02 08:25:18,21,2,16
2022-03-02 08:25:28,21,3,16
2022-03-02 08:25:38,21,3,16
2022-03-02 08:25:48,21,3,16
2022-03-02 08:25:58,22,3,16
2022-03-02 08:26:09,22,3,16
2022-03-02 08:26:18,19,3,16
2022-03-02 08:26:28,19,4,16
2022-03-02 08:26:38,19,4,16
2022-03-02 08:26:48,19,2,16
2022-03-02 08:26:58,26,2,16
2022-03-02 08:27:08,26,1,16
2022-03-02 08:27:18,22,1,16
2022-03-02 08:27:28,22,1,16
2022-03-02 08:27:38,18,1,16
2022-03-02 08:27:48,18,1,16
2022-03-02 08:27:58,23,1,16
2022-03-02 08:28:08,23,1,16
2022-03-02 08:28:19,21,1,16
2022-03-02 08:28:28,21,2,16
2022-03-02 08:28:38,24,2,16
2022-03-02 08:28:48,24,2,16
2022-03-02 08:28:58,27,2,16
2022-03-02 08:29:08,27,1,16
2022-03-02 08:29:18,21,1,16
2022-03-02 08:29:28,21,2,16
2022-03-02 08:29:38,21,2,16
2022-03-02 08:29:48,21,0,0
2022-03-02 08:29:58,21,0,16
2022-03-02 08:30:08,21,0,16
2022-03-02 08:30:18,18,0,16
2022-03-02 08:30:28,18,0,16
2022-03-02 08:30:38,18,0,16
2022-03-02 08:30:48,18,0,16
2022-03-02 08:30:58,23,0,16
2022-03-02 08:31:08,23,1,16
2022-03-02 08:31:18,35,1,16
2022-03-02 08:31:29,35,0,34
2022-03-02 08:31:38,31,0,34
2022-03-02 08:31:49,31,0,34
2022-03-02 08:31:58,28,0,34
2022-03-02 08:32:09,28,0,34
2022-03-02 08:32:18,35,0,34
2022-03-02 08:32:28,35,1,34
2022-03-02 08:32:38,33,1,34
2022-03-02 08:32:48,33,0,34
2022-03-02 08:32:58,41,0,34
2022-03-02 08:33:08,41,0,34
2022-03-02 08:33:21,33,0,34
2022-03-02 08:33:37,32,0,34
2022-03-02 08:33:48,50,0,34
2022-03-02 08:34:00,50,0,34
2022-03-02 08:34:09,56,0,34
2022-03-02 08:34:22,56,0,34
2022-03-02 08:34:28,65,0,34
2022-03-02 08:34:38,65,0,34
2022-03-02 08:34:48,82,0,34
2022-03-02 08:34:58,82,0,34
2022-03-02 08:35:08,98,0,34
2022-03-02 08:35:20,98,0,34
2022-03-02 08:35:28,107,0,34
2022-03-02 08:35:38,107,0,22
2022-03-02 08:35:48,112,0,22
2022-03-02 08:35:58,112,0,22
2022-03-02 08:36:08,98,1,22
2022-03-02 08:36:18,98,1,22
2022-03-02 08:36:28,109,0,22
2022-03-02 08:36:38,109,0,22
2022-03-02 08:36:48,100,2,22
2022-03-02 08:37:01,100,2,22
2022-03-02 08:37:08,104,4,22
2022-03-02 08:37:18,104,4,22
2022-03-02 08:37:28,99,8,22
2022-03-02 08:37:38,99,8,22
2022-03-02 08:37:49,90,8,22
2022-03-02 08:37:59,90,8,22
2022-03-02 08:38:08,90,11,22
2022-03-02 08:38:20,90,11,22
2022-03-02 08:38:28,90,9,22
2022-03-02 08:38:38,90,9,22
2022-03-02 08:38:48,93,10,22
2022-03-02 08:39:02,93,10,22
2022-03-02 08:39:08,76,8,22
2022-03-02 08:39:22,76,8,22
2022-03-02 08:39:28,85,9,22
2022-03-02 08:39:38,85,9,22
2022-03-02 08:39:48,84,10,22
2022-03-02 08:39:58,84,10,22
2022-03-02 08:40:08,91,10,22
2022-03-02 08:40:21,91,10,22
2022-03-02 08:40:28,102,10,22
2022-03-02 08:40:38,102,8,22
2022-03-02 08:40:50,95,8,22
2022-03-02 08:40:58,95,11,22
2022-03-02 08:41:08,74,11,22
2022-03-02 08:41:18,74,10,22
2022-03-02 08:41:29,65,10,22
2022-03-02 08:41:38,65,10,22
2022-03-02 08:41:48,69,10,22
2022-03-02 08:41:58,69,10,22
2022-03-02 08:42:09,79,10,22
2022-03-02 08:42:20,79,10,22
2022-03-02 08:42:33,84,10,22
2022-03-02 08:42:38,84,10,22
2022-03-02 08:42:50,119,10,22
2022-03-02 08:42:59,119,10,22
2022-03-02 08:43:08,125,10,22
2022-03-02 08:43:18,125,9,22
2022-03-02 08:43:28,103,9,26
2022-03-02 08:43:38,103,9,26
2022-03-02 08:43:48,92,9,26
2022-03-02 08:43:58,92,10,26
2022-03-02 08:44:08,96,10,26
2022-03-02 08:44:20,96,8,26
2022-03-02 08:44:28,96,8,26
2022-03-02 08:44:43,108,8,26
2022-03-02 08:44:48,108,8,26
2022-03-02 08:44:58,108,13,26
2022-03-02 08:45:08,98,13,26
2022-03-02 08:45:18,98,14,26
2022-03-02 08:45:28,96,14,26
2022-03-02 08:45:38,96,12,26
2022-03-02 08:45:48,112,12,26
2022-03-02 08:45:59,112,12,26
2022-03-02 08:46:08,99,12,26
2022-03-02 08:46:18,99,12,26
2022-03-02 08:46:28,85,12,26
2022-03-02 08:46:38,85,10,26
2022-03-02 08:46:48,83,10,26
2022-03-02 08:46:58,83,14,26
2022-03-02 08:47:08,74,14,26
2022-03-02 08:47:18,74,8,26
2022-03-02 08:47:33,73,8,26
2022-03-02 08:47:38,73,12,26
2022-03-02 08:47:48,68,12,26
2022-03-02 08:47:58,68,12,26
2022-03-02 08:48:08,69,12,26
2022-03-02 08:48:18,69,13,26
2022-03-02 08:48:28,71,13,26
2022-03-02 08:48:39,71,14,26
2022-03-02 08:48:49,69,14,26
2022-03-02 08:48:59,69,9,26
2022-03-02 08:49:08,54,9,26
2022-03-02 08:49:18,54,10,26
2022-03-02 08:49:28,60,10,23
2022-03-02 08:49:38,60,10,23
2022-03-02 08:49:48,63,11,23
2022-03-02 08:49:58,63,11,23
2022-03-02 08:50:08,64,10,23
2022-03-02 08:50:18,64,10,23
2022-03-02 08:50:28,57,10,24
2022-03-02 08:50:38,57,10,24
2022-03-02 08:50:49,48,9,24
2022-03-02 08:50:58,45,9,24
2022-03-02 08:51:08,45,7,24
2022-03-02 08:51:18,45,7,24
2022-03-02 08:51:31,45,8,24
2022-03-02 08:51:38,44,8,24
2022-03-02 08:51:48,44,9,24
2022-03-02 08:51:58,40,9,18
2022-03-02 08:52:08,40,7,18
2022-03-02 08:52:18,38,7,18
2022-03-02 08:52:27,38,5,18
2022-03-02 08:52:38,38,5,18
2022-03-02 09:11:51,15,2,18
2022-03-02 09:12:02,24,2,18
2022-03-02 09:12:12,16,2,18
2022-03-02 09:12:22,16,2,18
2022-03-02 09:12:32,16,4,18
2022-03-02 09:12:42,16,4,18
2022-03-02 09:12:52,10,2,18
2022-03-02 09:13:02,10,2,18
2022-03-02 09:13:12,16,5,18
2022-03-02 09:13:24,16,5,18
2022-03-02 09:13:31,21,4,18
2022-03-02 09:13:42,21,4,18
2022-03-02 09:13:52,30,6,18
2022-03-02 09:14:02,30,4,18
2022-03-02 09:14:12,35,4,18
2022-03-02 09:14:23,35,3,18
2022-03-02 09:14:33,40,3,18
2022-03-02 09:14:41,40,4,18
2022-03-02 09:14:53,40,4,18
2022-03-02 09:15:01,43,7,18
2022-03-02 09:15:12,43,7,18
2022-03-02 09:15:22,44,6,18
2022-03-02 09:15:32,44,6,18
2022-03-02 09:15:42,42,8,18
2022-03-02 09:15:52,42,8,18
2022-03-02 09:16:02,42,6,18
2022-03-02 09:16:12,42,6,18
2022-03-02 09:16:22,42,5,18
2022-03-02 09:16:31,42,5,18
2022-03-02 09:16:42,46,6,18
2022-03-02 09:16:52,46,6,18
2022-03-02 09:17:02,47,6,18
2022-03-02 09:17:12,47,6,18
2022-03-02 09:17:25,41,6,18
2022-03-02 09:17:32,41,6,18
2022-03-02 09:17:45,33,5,18
2022-03-02 09:17:51,33,5,18
2022-03-02 09:18:02,33,6,18
2022-03-02 09:18:12,37,6,18
2022-03-02 09:18:22,37,8,18
2022-03-02 09:18:34,40,8,18
2022-03-02 09:18:41,40,7,18
2022-03-02 09:18:54,35,7,18
2022-03-02 09:19:01,35,3,18
2022-03-02 09:19:12,32,3,18
2022-03-02 09:19:25,32,3,18
2022-03-02 09:19:32,30,3,18
2022-03-02 09:19:42,30,4,18
2022-03-02 09:19:52,40,4,18
2022-03-02 09:20:02,40,4,18
2022-03-02 09:20:12,45,4,18
2022-03-02 09:20:22,45,6,18
2022-03-02 09:20:33,38,6,18
2022-03-02 09:20:41,38,5,18
2022-03-02 09:20:52,38,5,18
2022-03-02 09:21:02,38,5,18
2022-03-02 09:21:12,47,5,18
2022-03-02 09:21:22,47,5,17
2022-03-02 09:21:32,55,5,17
2022-03-02 09:21:46,55,8,17
2022-03-02 09:21:53,60,8,17
2022-03-02 09:22:01,60,6,17
2022-03-02 09:22:12,64,6,17
2022-03-02 09:22:22,64,9,17
2022-03-02 09:22:32,64,9,17
2022-03-02 09:22:41,64,8,17
2022-03-02 09:22:52,64,8,17
2022-03-02 09:23:02,65,7,16
2022-03-02 09:23:12,65,7,16
2022-03-02 09:23:22,63,8,16
2022-03-02 09:23:32,63,8,16
2022-03-02 09:23:42,66,7,16
2022-03-02 09:23:52,66,7,16
2022-03-02 09:24:02,72,8,16
2022-03-02 09:24:12,72,8,16
2022-03-02 09:24:24,106,8,16
2022-03-02 09:24:33,106,8,16
2022-03-02 09:24:41,90,9,16
2022-03-02 09:24:52,90,9,16
2022-03-02 09:25:02,77,9,16
2022-03-02 09:25:22,71,8,16
2022-03-02 09:25:31,70,8,16
2022-03-02 09:25:42,70,9,16
2022-03-02 09:25:54,68,9,16
2022-03-02 09:26:01,68,9,16
2022-03-02 09:26:12,60,9,16
2022-03-02 09:26:24,60,7,16
2022-03-02 09:26:32,58,7,16
2022-03-02 09:26:42,58,9,16
2022-03-02 09:26:52,60,9,16
2022-03-02 09:27:02,60,9,16
2022-03-02 09:27:12,74,9,16
2022-03-02 09:27:22,74,10,16
2022-03-02 09:27:32,71,10,16
2022-03-02 09:27:41,71,10,16
2022-03-02 09:27:52,71,10,16
2022-03-02 09:28:02,70,10,16
2022-03-02 09:28:12,70,10,16
2022-03-02 09:28:22,70,9,16
2022-03-02 09:28:32,70,9,16
2022-03-02 09:28:42,77,10,16
2022-03-02 09:28:52,77,10,16
2022-03-02 09:29:02,77,9,16
2022-03-02 09:29:12,72,9,16
2022-03-02 09:29:22,72,5,16
2022-03-02 09:29:32,72,5,16
2022-03-02 09:29:41,72,8,16
2022-03-02 09:29:52,72,8,16
2022-03-02 09:30:02,62,7,17
2022-03-02 09:30:27,62,8,17
2022-03-02 09:30:34,62,8,17
2022-03-02 09:30:41,64,8,17
2022-03-02 09:30:54,64,8,17
2022-03-02 09:31:13,58,8,17
2022-03-02 09:31:21,54,8,17
2022-03-02 09:31:32,62,8,17
2022-03-02 09:31:42,62,9,17
2022-03-02 09:31:52,61,9,17
2022-03-02 09:32:02,61,8,17
2022-03-02 09:32:11,63,8,17
2022-03-02 09:32:22,63,7,17
2022-03-02 09:32:32,66,7,17
2022-03-02 09:32:42,66,6,17
2022-03-02 09:32:52,69,6,17
2022-03-02 09:33:02,69,6,17
2022-03-02 09:33:11,71,6,16
2022-03-02 09:33:21,71,7,16
2022-03-02 09:33:32,69,8,16
2022-03-02 09:33:42,69,8,16
2022-03-02 09:33:52,75,9,16
2022-03-02 09:34:02,75,9,16
2022-03-02 09:34:16,80,10,16
2022-03-02 09:34:29,80,10,16
2022-03-02 09:34:32,76,10,16
2022-03-02 09:34:42,76,10,16
2022-03-02 09:34:52,80,7,15
2022-03-02 09:35:13,80,7,15
2022-03-02 09:35:21,77,8,15
2022-03-02 09:35:31,70,8,15
2022-03-02 09:35:42,70,6,15
2022-03-02 09:35:51,61,6,15
2022-03-02 09:36:03,61,8,15
2022-03-02 09:36:11,58,8,15
2022-03-02 09:36:21,58,8,23
2022-03-02 09:36:31,55,8,23
2022-03-02 09:36:41,55,8,23
2022-03-02 09:37:03,56,8,23
2022-03-02 09:37:11,47,7,23
2022-03-02 09:37:21,47,7,23
2022-03-02 09:37:32,53,7,23
2022-03-02 09:37:41,53,9,23
2022-03-02 09:37:55,60,9,23
2022-03-02 09:38:01,60,5,23
2022-03-02 09:38:11,60,5,23
2022-03-02 09:38:21,60,7,23
2022-03-02 09:38:32,57,7,23
2022-03-02 09:38:42,57,7,23
2022-03-02 09:38:51,56,7,23
2022-03-02 09:39:01,56,7,23
2022-03-02 09:39:11,55,7,23
2022-03-02 09:39:23,55,7,23
2022-03-02 09:39:31,53,7,30
2022-03-02 09:39:41,53,7,30
2022-03-02 09:39:53,51,7,30
2022-03-02 09:40:01,51,5,30
2022-03-02 09:40:11,40,5,30
2022-03-02 09:40:21,40,5,30
2022-03-02 09:40:32,39,8,30
2022-03-02 09:40:41,39,8,30
2022-03-02 09:40:51,38,9,30
2022-03-02 09:41:08,38,9,30
2022-03-02 09:41:11,37,6,30
2022-03-02 09:41:21,37,6,30
2022-03-02 09:41:31,34,5,30
2022-03-02 09:41:41,34,5,30
2022-03-02 09:41:55,37,6,30
2022-03-02 09:42:01,37,6,30
2022-03-02 09:42:11,35,6,30
2022-03-02 09:42:21,35,6,30
2022-03-02 09:42:32,35,7,30
2022-03-02 09:42:41,35,7,30
2022-03-02 09:42:51,32,3,30
2022-03-02 09:43:01,32,3,30
2022-03-02 09:43:15,36,6,30
2022-03-02 09:43:27,36,6,30
2022-03-02 09:43:31,46,4,36
2022-03-02 09:43:43,46,4,36
2022-03-02 09:43:51,51,6,36
2022-03-02 09:44:01,51,6,36
2022-03-02 09:44:11,49,6,36
2022-03-02 09:44:30,49,6,36
2022-03-02 09:44:33,50,5,36
2022-03-02 09:44:44,50,5,36
2022-03-02 09:44:53,52,4,36
2022-03-02 09:45:01,52,4,36
2022-03-02 09:45:11,48,4,36
2022-03-02 09:45:27,48,4,36
2022-03-02 09:45:32,51,3,36
2022-03-02 09:45:41,51,3,36
2022-03-02 09:45:51,53,6,36
2022-03-02 09:46:01,53,6,36
2022-03-02 09:46:11,54,6,36
2022-03-02 09:46:21,54,6,36
2022-03-02 09:46:32,52,5,36
2022-03-02 09:46:50,52,5,36
2022-03-02 09:46:53,54,6,36
2022-03-02 09:47:06,54,6,36
2022-03-02 09:47:13,51,7,36
2022-03-02 09:47:24,51,7,36
2022-03-02 09:47:31,53,7,36
2022-03-02 09:47:41,53,7,36
2022-03-02 09:47:51,50,7,36
2022-03-02 09:48:41,42,7,15
2022-03-02 09:48:58,50,7,15
2022-03-02 09:49:01,50,7,15
2022-03-02 09:49:11,51,6,15
2022-03-02 09:49:21,53,6,15
2022-03-02 09:49:32,53,6,15
2022-03-02 09:49:42,51,6,15
2022-03-02 09:49:51,51,8,15
2022-03-02 09:50:01,49,8,15
2022-03-02 09:50:11,49,7,15
2022-03-02 09:50:22,52,7,15
2022-03-02 09:50:31,52,7,6
2022-03-02 09:50:41,59,7,6
2022-03-02 09:50:51,59,4,6
2022-03-02 09:51:02,57,4,6
2022-03-02 09:51:15,57,6,6
2022-03-02 09:51:23,58,6,6
2022-03-02 09:51:31,58,7,6
2022-03-02 09:51:41,56,7,6
2022-03-02 09:51:51,56,6,6
2022-03-02 09:52:02,55,6,6
2022-03-02 09:52:12,55,6,6
2022-03-02 09:52:22,52,7,6
2022-03-02 09:52:32,52,7,6
2022-03-02 09:52:42,49,7,6
2022-03-02 09:52:51,49,7,6
2022-03-02 09:53:05,47,6,6
2022-03-02 09:53:11,47,6,6
2022-03-02 09:53:21,43,6,6
2022-03-02 09:53:31,43,6,6
2022-03-02 09:53:41,41,7,6
2022-03-02 09:53:51,41,7,24
2022-03-02 09:54:11,39,6,24
2022-03-02 09:54:24,38,5,24
2022-03-02 09:54:33,38,5,24
2022-03-02 09:54:41,40,8,24
2022-03-02 09:54:51,40,8,24
2022-03-02 09:55:02,40,5,24
2022-03-02 09:55:11,40,5,24
2022-03-02 09:55:21,41,5,24
2022-03-02 09:55:32,41,5,24
2022-03-02 09:55:41,44,8,24
2022-03-02 09:55:51,44,8,24
2022-03-02 09:56:01,45,5,24
2022-03-02 09:56:14,45,5,24
2022-03-02 09:56:33,35,7,24
2022-03-02 09:56:41,39,6,24
2022-03-02 09:56:51,39,6,24
2022-03-02 09:57:02,33,5,24
2022-03-02 09:57:11,33,5,24
2022-03-02 09:57:21,34,6,24
2022-03-02 09:57:31,34,6,24
2022-03-02 09:57:45,35,7,24
2022-03-02 09:57:51,32,7,24
2022-03-02 09:58:01,32,6,24
2022-03-02 09:58:11,33,6,24
2022-03-02 09:58:21,33,6,24
2022-03-02 09:58:32,33,6,13
2022-03-02 09:58:43,33,6,13
2022-03-02 09:58:51,35,6,13
2022-03-02 09:59:01,35,6,13
2022-03-02 09:59:11,35,6,0
2022-03-02 09:59:24,35,7,0
2022-03-02 09:59:34,35,7,0
2022-03-02 09:59:41,30,6,0
2022-03-02 09:59:51,30,6,0
2022-03-02 10:00:02,30,5,0
2022-03-02 10:00:22,32,5,0
2022-03-02 10:00:32,32,5,0
2022-03-02 10:00:42,35,7,0
2022-03-02 10:00:54,35,7,0
2022-03-02 10:01:01,28,5,0
2022-03-02 10:01:11,28,5,0
2022-03-02 10:01:22,30,4,0
2022-03-02 10:01:31,30,4,0
2022-03-02 10:01:41,31,8,0
2022-03-02 10:01:51,31,8,0
2022-03-02 10:02:01,29,4,0
2022-03-02 10:02:11,29,4,0
2022-03-02 10:02:21,31,5,0
2022-03-02 10:02:31,31,5,0
2022-03-02 10:02:42,29,4,0
2022-03-02 10:02:57,29,4,0
2022-03-02 10:03:01,28,4,0
2022-03-02 10:03:11,28,4,0
2022-03-02 10:03:21,27,4,0
2022-03-02 10:03:31,27,7,0
2022-03-02 10:03:46,32,7,0
2022-03-02 10:03:51,32,4,0
2022-03-02 10:04:04,27,4,0
2022-03-02 10:04:11,27,4,0
2022-03-02 10:04:21,29,4,0
2022-03-02 10:04:32,29,6,0
2022-03-02 10:04:41,35,6,0
2022-03-02 10:04:51,35,2,0
2022-03-02 10:05:01,33,2,0
2022-03-02 10:05:12,33,3,0
2022-03-02 10:05:24,34,3,0
2022-03-02 10:05:37,34,5,0
2022-03-02 10:05:43,33,5,0
2022-03-02 10:05:52,33,3,0
2022-03-02 10:06:02,33,3,0
2022-03-02 10:06:13,26,3,0
2022-03-02 10:06:21,26,3,0
2022-03-02 10:06:32,28,3,0
2022-03-02 10:06:41,28,3,0
2022-03-02 10:06:51,27,6,0
2022-03-02 10:07:02,27,6,0
2022-03-02 10:07:11,23,4,0
2022-03-02 10:07:22,23,4,0
2022-03-02 10:07:31,26,4,0
2022-03-02 10:07:41,26,4,0
2022-03-02 10:07:51,25,4,0
2022-03-02 10:08:03,25,4,0
2022-03-02 10:08:11,25,4,0
2022-03-02 10:08:21,25,4,0
2022-03-02 10:08:32,26,4,0
2022-03-02 10:08:44,26,4,0
2022-03-02 10:08:52,26,4,0
2022-03-02 10:09:03,26,4,0
2022-03-02 10:09:11,29,3,0
2022-03-02 10:09:22,29,3,0
2022-03-02 10:09:32,27,4,0
2022-03-02 10:09:42,27,4,0
2022-03-02 10:09:51,29,3,0
2022-03-02 10:10:01,29,3,0
2022-03-02 10:10:11,29,4,0
2022-03-02 10:10:21,29,4,0
2022-03-02 10:10:31,29,3,0
2022-03-02 10:10:41,29,3,0
2022-03-02 10:10:51,30,3,0
2022-03-02 10:11:09,30,3,0
2022-03-02 10:11:11,28,4,0
2022-03-02 10:11:21,28,4,0
2022-03-02 10:11:35,29,5,0
2022-03-02 10:11:42,29,5,0
2022-03-02 10:12:01,29,3,0
2022-03-02 10:12:11,30,3,0
2022-03-02 10:12:22,30,3,0
2022-03-02 10:12:31,31,5,15
2022-03-02 10:12:41,31,5,15
2022-03-02 10:13:04,25,2,15
2022-03-02 10:13:12,30,4,15
2022-03-02 10:13:21,30,4,15
2022-03-02 10:13:31,35,4,15
2022-03-02 10:13:42,35,4,15
2022-03-02 10:13:51,35,4,15
2022-03-02 10:14:20,35,4,15
2022-03-02 10:14:22,35,4,15
2022-03-02 10:14:32,36,4,15
2022-03-02 10:14:48,36,5,15
2022-03-02 10:14:52,35,5,15
2022-03-02 10:15:02,35,5,15
2022-03-02 10:15:12,36,5,15
2022-03-02 10:15:22,34,5,15
2022-03-02 10:15:32,34,5,15
2022-03-02 10:15:42,29,4,15
2022-03-02 10:15:52,29,4,15
2022-03-02 10:16:02,30,3,15
2022-03-02 10:16:12,30,3,15
2022-03-02 10:16:22,28,3,15
2022-03-02 10:16:38,28,3,15
2022-03-02 10:16:42,29,6,15
2022-03-02 10:16:53,29,6,15
2022-03-02 10:17:05,33,5,15
2022-03-02 10:17:12,33,5,15
2022-03-02 10:17:22,30,3,14
2022-03-02 10:17:32,30,3,14
2022-03-02 10:17:51,35,3,14
2022-03-02 10:18:02,31,3,14
2022-03-02 10:18:12,31,3,14
2022-03-02 10:18:22,31,3,14
2022-03-02 10:18:36,31,3,14
2022-03-02 10:18:42,31,4,14
2022-03-02 10:18:52,31,4,14
2022-03-02 10:19:02,29,2,14
2022-03-02 10:19:15,29,2,14
2022-03-02 10:19:22,32,4,14
2022-03-02 10:19:32,32,4,14
2022-03-02 10:19:42,30,4,14
2022-03-02 10:19:52,30,4,14
2022-03-02 10:20:02,33,2,14
2022-03-02 10:20:12,33,2,14
2022-03-02 10:20:24,33,4,14
2022-03-02 10:20:32,33,4,14
2022-03-02 10:20:42,29,1,14
2022-03-02 10:20:51,29,1,14
2022-03-02 10:21:02,31,1,14
2022-03-02 10:21:12,31,1,14
2022-03-02 10:21:22,29,1,14
2022-03-02 10:21:32,29,1,14
2022-03-02 10:21:46,29,2,14
2022-03-02 10:21:53,29,2,14
2022-03-02 10:22:02,29,1,14
2022-03-02 10:22:12,26,1,14
2022-03-02 10:22:22,26,1,14
2022-03-02 10:22:32,26,1,14
2022-03-02 10:22:47,27,2,14
2022-03-02 10:22:52,27,2,14
2022-03-02 10:23:02,27,3,14
2022-03-02 10:23:12,27,3,14
2022-03-02 10:23:22,27,4,14
2022-03-02 10:23:32,32,4,14
2022-03-02 10:23:42,32,2,14
2022-03-02 10:23:52,31,2,14
2022-03-02 10:24:04,31,3,14
2022-03-02 10:24:12,29,3,14
2022-03-02 10:24:23,29,4,14
2022-03-02 10:24:32,33,4,14
2022-03-02 10:24:42,33,4,14
2022-03-02 10:24:53,31,2,14
2022-03-02 10:25:02,31,2,14
2022-03-02 10:25:12,31,2,14
2022-03-02 10:25:22,31,2,14
