date,pm25_in,pm25_out
2022-03-02 08:00:57,1,8
2022-03-02 08:01:08,1,13
2022-03-02 08:01:18,0,22
2022-03-02 08:01:28,0,22
2022-03-02 08:01:38,1,22
2022-03-02 08:01:48,1,22
2022-03-02 08:01:58,4,22
2022-03-02 08:02:08,4,22
2022-03-02 08:02:18,8,22
2022-03-02 08:02:28,8,22
2022-03-02 08:02:38,7,24
2022-03-02 08:02:48,7,24
2022-03-02 08:02:58,10,23
2022-03-02 08:03:08,10,23
2022-03-02 08:03:18,11,25
2022-03-02 08:03:28,11,25
2022-03-02 08:03:38,10,32
2022-03-02 08:03:48,10,32
2022-03-02 08:03:58,12,32
2022-03-02 08:04:08,12,32
2022-03-02 08:04:18,10,38
2022-03-02 08:04:28,10,32
2022-03-02 08:04:37,11,32
2022-03-02 08:04:48,11,23
2022-03-02 08:04:58,13,23
2022-03-02 08:05:08,13,23
2022-03-02 08:05:18,13,23
2022-03-02 08:05:28,13,29
2022-03-02 08:05:38,13,29
2022-03-02 08:05:47,13,37
2022-03-02 08:05:58,12,37
2022-03-02 08:06:08,12,39
2022-03-02 08:06:18,12,39
2022-03-02 08:06:28,11,51
2022-03-02 08:06:38,9,51
2022-03-02 08:06:48,9,21
2022-03-02 08:06:58,12,21
2022-03-02 08:07:09,12,23
2022-03-02 08:07:17,12,23
2022-03-02 08:07:28,12,21
2022-03-02 08:07:38,12,21
2022-03-02 08:07:48,12,39
2022-03-02 08:07:58,12,39
2022-03-02 08:08:08,11,53
2022-03-02 08:08:18,11,53
2022-03-02 08:08:28,8,49
2022-03-02 08:08:38,8,49
2022-03-02 08:08:48,8,42
2022-03-02 08:08:58,8,42
2022-03-02 08:09:08,8,36
2022-03-02 08:09:18,8,36
2022-03-02 08:09:28,8,17
2022-03-02 08:09:38,8,17
2022-03-02 08:09:48,10,16
2022-03-02 08:09:58,10,16
2022-03-02 08:10:08,8,16
2022-03-02 08:10:18,8,17
2022-03-02 08:10:30,7,17
2022-03-02 08:10:40,7,28
2022-03-02 08:10:53,5,28
2022-03-02 08:10:58,5,33
2022-03-02 08:11:08,6,33
2022-03-02 08:11:18,6,39
2022-03-02 08:11:28,7,39
2022-03-02 08:11:39,7,31
2022-03-02 08:11:48,7,31
2022-03-02 08:11:57,7,29
2022-03-02 08:12:08,5,29
2022-03-02 08:12:18,5,23
2022-03-02 08:12:28,5,23
2022-03-02 08:12:38,5,32
2022-03-02 08:12:48,2,32
2022-03-02 08:12:58,2,28
2022-03-02 08:13:18,6,21
2022-03-02 08:13:28,4,21
2022-03-02 08:13:38,4,22
2022-03-02 08:13:48,3,22
2022-03-02 08:13:58,3,22
2022-03-02 08:14:08,7,22
2022-03-02 08:14:18,7,22
2022-03-02 08:14:28,5,22
2022-03-02 08:14:39,5,19
2022-03-02 08:14:47,4,23
2022-03-02 08:14:58,4,23
2022-03-02 08:15:08,6,29
2022-03-02 08:15:18,6,29
2022-03-02 08:15:28,5,33
2022-03-02 08:15:38,5,33
2022-03-02 08:15:48,4,27
2022-03-02 08:16:01,4,27
2022-03-02 08:16:10,3,18
2022-03-02 08:16:19,3,18
2022-03-02 08:16:27,3,22
2022-03-02 08:16:38,3,22
2022-03-02 08:16:48,3,24
2022-03-02 08:16:58,3,24
2022-03-02 08:17:07,3,27
2022-03-02 08:17:18,5,27
2022-03-02 08:17:28,5,24
2022-03-02 08:17:38,5,24
2022-03-02 08:17:48,4,18
2022-03-02 08:17:58,4,18
2022-03-02 08:18:08,4,18
2022-03-02 08:18:22,4,18
2022-03-02 08:18:28,5,14
2022-03-02 08:18:38,5,14
2022-03-02 08:18:48,5,20
2022-03-02 08:18:58,5,20
2022-03-02 08:19:08,5,22
2022-03-02 08:19:18,5,22
2022-03-02 08:19:28,6,22
2022-03-02 08:19:38,6,22
2022-03-02 08:19:48,6,20
2022-03-02 08:19:58,4,20
2022-03-02 08:20:08,4,18
2022-03-02 08:20:18,3,18
2022-03-02 08:20:28,3,16
2022-03-02 08:20:38,4,16
2022-03-02 08:20:48,4,17
2022-03-02 08:20:58,2,17
2022-03-02 08:21:08,2,31
2022-03-02 08:21:18,3,31
2022-03-02 08:21:28,3,25
2022-03-02 08:21:38,2,17
2022-03-02 08:21:48,2,17
2022-03-02 08:21:58,3,28
2022-03-02 08:22:08,3,28
2022-03-02 08:22:18,3,18
2022-03-02 08:22:28,3,18
2022-03-02 08:22:38,5,16
2022-03-02 08:22:48,5,16
2022-03-02 08:22:58,4,18
2022-03-02 08:23:08,4,18
2022-03-02 08:23:18,2,19
2022-03-02 08:23:28,2,19
2022-03-02 08:23:38,5,45
2022-03-02 08:23:48,5,45
2022-03-02 08:23:58,5,28
2022-03-02 08:24:08,3,28
2022-03-02 08:24:18,3,41
2022-03-02 08:24:28,5,41
2022-03-02 08:24:38,5,49
2022-03-02 08:24:48,3,49
2022-03-02 08:24:58,3,21
2022-03-02 08:25:08,2,21
2022-03-02 08:25:18,2,21
2022-03-02 08:25:28,3,21
2022-03-02 08:25:38,3,21
2022-03-02 08:25:48,3,21
2022-03-02 08:25:58,3,22
2022-03-02 08:26:09,3,22
2022-03-02 08:26:18,3,19
2022-03-02 08:26:28,4,19
2022-03-02 08:26:38,4,19
2022-03-02 08:26:48,2,19
2022-03-02 08:26:58,2,26
2022-03-02 08:27:08,1,26
2022-03-02 08:27:18,1,22
2022-03-02 08:27:28,1,22
2022-03-02 08:27:38,1,18
2022-03-02 08:27:48,1,18
2022-03-02 08:27:58,1,23
2022-03-02 08:28:08,1,23
2022-03-02 08:28:19,1,21
2022-03-02 08:28:28,2,21
2022-03-02 08:28:38,2,24
2022-03-02 08:28:48,2,24
2022-03-02 08:28:58,2,27
2022-03-02 08:29:08,1,27
2022-03-02 08:29:18,1,21
2022-03-02 08:29:28,2,21
2022-03-02 08:29:38,2,21
2022-03-02 08:29:48,0,21
2022-03-02 08:29:58,0,21
2022-03-02 08:30:08,0,21
2022-03-02 08:30:18,0,18
2022-03-02 08:30:28,0,18
2022-03-02 08:30:38,0,18
2022-03-02 08:30:48,0,18
2022-03-02 08:30:58,0,23
2022-03-02 08:31:08,1,23
2022-03-02 08:31:18,1,35
2022-03-02 08:31:29,0,35
2022-03-02 08:31:38,0,31
2022-03-02 08:31:49,0,31
2022-03-02 08:31:58,0,28
2022-03-02 08:32:09,0,28
2022-03-02 08:32:18,0,35
2022-03-02 08:32:28,1,35
2022-03-02 08:32:38,1,33
2022-03-02 08:32:48,0,33
2022-03-02 08:32:58,0,41
2022-03-02 08:33:08,0,41
2022-03-02 08:33:21,0,33
2022-03-02 08:33:37,0,32
2022-03-02 08:33:48,0,50
2022-03-02 08:34:00,0,50
2022-03-02 08:34:09,0,56
2022-03-02 08:34:22,0,56
2022-03-02 08:34:28,0,65
2022-03-02 08:34:38,0,65
2022-03-02 08:34:48,0,82
2022-03-02 08:34:58,0,82
2022-03-02 08:35:08,0,98
2022-03-02 08:35:20,0,98
2022-03-02 08:35:28,0,107
2022-03-02 08:35:38,0,107
2022-03-02 08:35:48,0,112
2022-03-02 08:35:58,0,112
2022-03-02 08:36:08,1,98
2022-03-02 08:36:18,1,98
2022-03-02 08:36:28,0,109
2022-03-02 08:36:38,0,109
2022-03-02 08:36:48,2,100
2022-03-02 08:37:01,2,100
2022-03-02 08:37:08,4,104
2022-03-02 08:37:18,4,104
2022-03-02 08:37:28,8,99
2022-03-02 08:37:38,8,99
2022-03-02 08:37:49,8,90
2022-03-02 08:37:59,8,90
2022-03-02 08:38:08,11,90
2022-03-02 08:38:20,11,90
2022-03-02 08:38:28,9,90
2022-03-02 08:38:38,9,90
2022-03-02 08:38:48,10,93
2022-03-02 08:39:02,10,93
2022-03-02 08:39:08,8,76
2022-03-02 08:39:22,8,76
2022-03-02 08:39:28,9,85
2022-03-02 08:39:38,9,85
2022-03-02 08:39:48,10,84
2022-03-02 08:39:58,10,84
2022-03-02 08:40:08,10,91
2022-03-02 08:40:21,10,91
2022-03-02 08:40:28,10,102
2022-03-02 08:40:38,8,102
2022-03-02 08:40:50,8,95
2022-03-02 08:40:58,11,95
2022-03-02 08:41:08,11,74
2022-03-02 08:41:18,10,74
2022-03-02 08:41:29,10,65
2022-03-02 08:41:38,10,65
2022-03-02 08:41:48,10,69
2022-03-02 08:41:58,10,69
2022-03-02 08:42:09,10,79
2022-03-02 08:42:20,10,79
2022-03-02 08:42:33,10,84
2022-03-02 08:42:38,10,84
2022-03-02 08:42:50,10,119
2022-03-02 08:42:59,10,119
2022-03-02 08:43:08,10,125
2022-03-02 08:43:18,9,125
2022-03-02 08:43:28,9,103
2022-03-02 08:43:38,9,103
2022-03-02 08:43:48,9,92
2022-03-02 08:43:58,10,92
2022-03-02 08:44:08,10,96
2022-03-02 08:44:20,8,96
2022-03-02 08:44:28,8,96
2022-03-02 08:44:43,8,108
2022-03-02 08:44:48,8,108
2022-03-02 08:44:58,13,108
2022-03-02 08:45:08,13,98
2022-03-02 08:45:18,14,98
2022-03-02 08:45:28,14,96
2022-03-02 08:45:38,12,96
2022-03-02 08:45:48,12,112
2022-03-02 08:45:59,12,112
2022-03-02 08:46:08,12,99
2022-03-02 08:46:18,12,99
2022-03-02 08:46:28,12,85
2022-03-02 08:46:38,10,85
2022-03-02 08:46:48,10,83
2022-03-02 08:46:58,14,83
2022-03-02 08:47:08,14,74
2022-03-02 08:47:18,8,74
2022-03-02 08:47:33,8,73
2022-03-02 08:47:38,12,73
2022-03-02 08:47:48,12,68
2022-03-02 08:47:58,12,68
2022-03-02 08:48:08,12,69
2022-03-02 08:48:18,13,69
2022-03-02 08:48:28,13,71
2022-03-02 08:48:39,14,71
2022-03-02 08:48:49,14,69
2022-03-02 08:48:59,9,69
2022-03-02 08:49:08,9,54
2022-03-02 08:49:18,10,54
2022-03-02 08:49:28,10,60
2022-03-02 08:49:38,10,60
2022-03-02 08:49:48,11,63
2022-03-02 08:49:58,11,63
2022-03-02 08:50:08,10,64
2022-03-02 08:50:18,10,64
2022-03-02 08:50:28,10,57
2022-03-02 08:50:38,10,57
2022-03-02 08:50:49,9,48
2022-03-02 08:50:58,9,45
2022-03-02 08:51:08,7,45
2022-03-02 08:51:18,7,45
2022-03-02 08:51:31,8,45
2022-03-02 08:51:38,8,44
2022-03-02 08:51:48,9,44
2022-03-02 08:51:58,9,40
2022-03-02 08:52:08,7,40
2022-03-02 08:52:18,7,38
2022-03-02 08:52:27,5,38
2022-03-02 08:52:38,5,38
2022-03-02 09:11:51,2,15
2022-03-02 09:12:02,2,24
2022-03-02 09:12:12,2,16
2022-03-02 09:12:22,2,16
2022-03-02 09:12:32,4,16
2022-03-02 09:12:42,4,16
2022-03-02 09:12:52,2,10
2022-03-02 09:13:02,2,10
2022-03-02 09:13:12,5,16
2022-03-02 09:13:24,5,16
2022-03-02 09:13:31,4,21
2022-03-02 09:13:42,4,21
2022-03-02 09:13:52,6,30
2022-03-02 09:14:02,4,30
2022-03-02 09:14:12,4,35
2022-03-02 09:14:23,3,35
2022-03-02 09:14:33,3,40
2022-03-02 09:14:41,4,40
2022-03-02 09:14:53,4,40
2022-03-02 09:15:01,7,43
2022-03-02 09:15:12,7,43
2022-03-02 09:15:22,6,44
2022-03-02 09:15:32,6,44
2022-03-02 09:15:42,8,42
2022-03-02 09:15:52,8,42
2022-03-02 09:16:02,6,42
2022-03-02 09:16:12,6,42
2022-03-02 09:16:22,5,42
2022-03-02 09:16:31,5,42
2022-03-02 09:16:42,6,46
2022-03-02 09:16:52,6,46
2022-03-02 09:17:02,6,47
2022-03-02 09:17:12,6,47
2022-03-02 09:17:25,6,41
2022-03-02 09:17:32,6,41
2022-03-02 09:17:45,5,33
2022-03-02 09:17:51,5,33
2022-03-02 09:18:02,6,33
2022-03-02 09:18:12,6,37
2022-03-02 09:18:22,8,37
2022-03-02 09:18:34,8,40
2022-03-02 09:18:41,7,40
2022-03-02 09:18:54,7,35
2022-03-02 09:19:01,3,35
2022-03-02 09:19:12,3,32
2022-03-02 09:19:25,3,32
2022-03-02 09:19:32,3,30
2022-03-02 09:19:42,4,30
2022-03-02 09:19:52,4,40
2022-03-02 09:20:02,4,40
2022-03-02 09:20:12,4,45
2022-03-02 09:20:22,6,45
2022-03-02 09:20:33,6,38
2022-03-02 09:20:41,5,38
2022-03-02 09:20:52,5,38
2022-03-02 09:21:02,5,38
2022-03-02 09:21:12,5,47
2022-03-02 09:21:22,5,47
2022-03-02 09:21:32,5,55
2022-03-02 09:21:46,8,55
2022-03-02 09:21:53,8,60
2022-03-02 09:22:01,6,60
2022-03-02 09:22:12,6,64
2022-03-02 09:22:22,9,64
2022-03-02 09:22:32,9,64
2022-03-02 09:22:41,8,64
2022-03-02 09:22:52,8,64
2022-03-02 09:23:02,7,65
2022-03-02 09:23:12,7,65
2022-03-02 09:23:22,8,63
2022-03-02 09:23:32,8,63
2022-03-02 09:23:42,7,66
2022-03-02 09:23:52,7,66
2022-03-02 09:24:02,8,72
2022-03-02 09:24:12,8,72
2022-03-02 09:24:24,8,106
2022-03-02 09:24:33,8,106
2022-03-02 09:24:41,9,90
2022-03-02 09:24:52,9,90
2022-03-02 09:25:02,9,77
2022-03-02 09:25:22,8,71
2022-03-02 09:25:31,8,70
2022-03-02 09:25:42,9,70
2022-03-02 09:25:54,9,68
2022-03-02 09:26:01,9,68
2022-03-02 09:26:12,9,60
2022-03-02 09:26:24,7,60
2022-03-02 09:26:32,7,58
2022-03-02 09:26:42,9,58
2022-03-02 09:26:52,9,60
2022-03-02 09:27:02,9,60
2022-03-02 09:27:12,9,74
2022-03-02 09:27:22,10,74
2022-03-02 09:27:32,10,71
2022-03-02 09:27:41,10,71
2022-03-02 09:27:52,10,71
2022-03-02 09:28:02,10,70
2022-03-02 09:28:12,10,70
2022-03-02 09:28:22,9,70
2022-03-02 09:28:32,9,70
2022-03-02 09:28:42,10,77
2022-03-02 09:28:52,10,77
2022-03-02 09:29:02,9,77
2022-03-02 09:29:12,9,72
2022-03-02 09:29:22,5,72
2022-03-02 09:29:32,5,72
2022-03-02 09:29:41,8,72
2022-03-02 09:29:52,8,72
2022-03-02 09:30:02,7,62
2022-03-02 09:30:27,8,62
2022-03-02 09:30:34,8,62
2022-03-02 09:30:41,8,64
2022-03-02 09:30:54,8,64
2022-03-02 09:31:13,8,58
2022-03-02 09:31:21,8,54
2022-03-02 09:31:32,8,62
2022-03-02 09:31:42,9,62
2022-03-02 09:31:52,9,61
2022-03-02 09:32:02,8,61
2022-03-02 09:32:11,8,63
2022-03-02 09:32:22,7,63
2022-03-02 09:32:32,7,66
2022-03-02 09:32:42,6,66
2022-03-02 09:32:52,6,69
2022-03-02 09:33:02,6,69
2022-03-02 09:33:11,6,71
2022-03-02 09:33:21,7,71
2022-03-02 09:33:32,8,69
2022-03-02 09:33:42,8,69
2022-03-02 09:33:52,9,75
2022-03-02 09:34:02,9,75
2022-03-02 09:34:16,10,80
2022-03-02 09:34:29,10,80
2022-03-02 09:34:32,10,76
2022-03-02 09:34:42,10,76
2022-03-02 09:34:52,7,80
2022-03-02 09:35:13,7,80
2022-03-02 09:35:21,8,77
2022-03-02 09:35:31,8,70
2022-03-02 09:35:42,6,70
2022-03-02 09:35:51,6,61
2022-03-02 09:36:03,8,61
2022-03-02 09:36:11,8,58
2022-03-02 09:36:21,8,58
2022-03-02 09:36:31,8,55
2022-03-02 09:36:41,8,55
2022-03-02 09:37:03,8,56
2022-03-02 09:37:11,7,47
2022-03-02 09:37:21,7,47
2022-03-02 09:37:32,7,53
2022-03-02 09:37:41,9,53
2022-03-02 09:37:55,9,60
2022-03-02 09:38:01,5,60
2022-03-02 09:38:11,5,60
2022-03-02 09:38:21,7,60
2022-03-02 09:38:32,7,57
2022-03-02 09:38:42,7,57
2022-03-02 09:38:51,7,56
2022-03-02 09:39:01,7,56
2022-03-02 09:39:11,7,55
2022-03-02 09:39:23,7,55
2022-03-02 09:39:31,7,53
2022-03-02 09:39:41,7,53
2022-03-02 09:39:53,7,51
2022-03-02 09:40:01,5,51
2022-03-02 09:40:11,5,40
2022-03-02 09:40:21,5,40
2022-03-02 09:40:32,8,39
2022-03-02 09:40:41,8,39
2022-03-02 09:40:51,9,38
2022-03-02 09:41:08,9,38
2022-03-02 09:41:11,6,37
2022-03-02 09:41:21,6,37
2022-03-02 09:41:31,5,34
2022-03-02 09:41:41,5,34
2022-03-02 09:41:55,6,37
2022-03-02 09:42:01,6,37
2022-03-02 09:42:11,6,35
2022-03-02 09:42:21,6,35
2022-03-02 09:42:32,7,35
2022-03-02 09:42:41,7,35
2022-03-02 09:42:51,3,32
2022-03-02 09:43:01,3,32
2022-03-02 09:43:15,6,36
2022-03-02 09:43:27,6,36
2022-03-02 09:43:31,4,46
2022-03-02 09:43:43,4,46
2022-03-02 09:43:51,6,51
2022-03-02 09:44:01,6,51
2022-03-02 09:44:11,6,49
2022-03-02 09:44:30,6,49
2022-03-02 09:44:33,5,50
2022-03-02 09:44:44,5,50
2022-03-02 09:44:53,4,52
2022-03-02 09:45:01,4,52
2022-03-02 09:45:11,4,48
2022-03-02 09:45:27,4,48
2022-03-02 09:45:32,3,51
2022-03-02 09:45:41,3,51
2022-03-02 09:45:51,6,53
2022-03-02 09:46:01,6,53
2022-03-02 09:46:11,6,54
2022-03-02 09:46:21,6,54
2022-03-02 09:46:32,5,52
2022-03-02 09:46:50,5,52
2022-03-02 09:46:53,6,54
2022-03-02 09:47:06,6,54
2022-03-02 09:47:13,7,51
2022-03-02 09:47:24,7,51
2022-03-02 09:47:31,7,53
2022-03-02 09:47:41,7,53
2022-03-02 09:47:51,7,50
2022-03-02 09:48:41,7,42
2022-03-02 09:48:58,7,50
2022-03-02 09:49:01,7,50
2022-03-02 09:49:11,6,51
2022-03-02 09:49:21,6,53
2022-03-02 09:49:32,6,53
2022-03-02 09:49:42,6,51
2022-03-02 09:49:51,8,51
2022-03-02 09:50:01,8,49
2022-03-02 09:50:11,7,49
2022-03-02 09:50:22,7,52
2022-03-02 09:50:31,7,52
2022-03-02 09:50:41,7,59
2022-03-02 09:50:51,4,59
2022-03-02 09:51:02,4,57
2022-03-02 09:51:15,6,57
2022-03-02 09:51:23,6,58
2022-03-02 09:51:31,7,58
2022-03-02 09:51:41,7,56
2022-03-02 09:51:51,6,56
2022-03-02 09:52:02,6,55
2022-03-02 09:52:12,6,55
2022-03-02 09:52:22,7,52
2022-03-02 09:52:32,7,52
2022-03-02 09:52:42,7,49
2022-03-02 09:52:51,7,49
2022-03-02 09:53:05,6,47
2022-03-02 09:53:11,6,47
2022-03-02 09:53:21,6,43
2022-03-02 09:53:31,6,43
2022-03-02 09:53:41,7,41
2022-03-02 09:53:51,7,41
2022-03-02 09:54:11,6,39
2022-03-02 09:54:24,5,38
2022-03-02 09:54:33,5,38
2022-03-02 09:54:41,8,40
2022-03-02 09:54:51,8,40
2022-03-02 09:55:02,5,40
2022-03-02 09:55:11,5,40
2022-03-02 09:55:21,5,41
2022-03-02 09:55:32,5,41
2022-03-02 09:55:41,8,44
2022-03-02 09:55:51,8,44
2022-03-02 09:56:01,5,45
2022-03-02 09:56:14,5,45
2022-03-02 09:56:33,7,35
2022-03-02 09:56:41,6,39
2022-03-02 09:56:51,6,39
2022-03-02 09:57:02,5,33
2022-03-02 09:57:11,5,33
2022-03-02 09:57:21,6,34
2022-03-02 09:57:31,6,34
2022-03-02 09:57:45,7,35
2022-03-02 09:57:51,7,32
2022-03-02 09:58:01,6,32
2022-03-02 09:58:11,6,33
2022-03-02 09:58:21,6,33
2022-03-02 09:58:32,6,33
2022-03-02 09:58:43,6,33
2022-03-02 09:58:51,6,35
2022-03-02 09:59:01,6,35
2022-03-02 09:59:11,6,35
2022-03-02 09:59:24,7,35
2022-03-02 09:59:34,7,35
2022-03-02 09:59:41,6,30
2022-03-02 09:59:51,6,30
2022-03-02 10:00:02,5,30
2022-03-02 10:00:22,5,32
2022-03-02 10:00:32,5,32
2022-03-02 10:00:42,7,35
2022-03-02 10:00:54,7,35
2022-03-02 10:01:01,5,28
2022-03-02 10:01:11,5,28
2022-03-02 10:01:22,4,30
2022-03-02 10:01:31,4,30
2022-03-02 10:01:41,8,31
2022-03-02 10:01:51,8,31
2022-03-02 10:02:01,4,29
2022-03-02 10:02:11,4,29
2022-03-02 10:02:21,5,31
2022-03-02 10:02:31,5,31
2022-03-02 10:02:42,4,29
2022-03-02 10:02:57,4,29
2022-03-02 10:03:01,4,28
2022-03-02 10:03:11,4,28
2022-03-02 10:03:21,4,27
2022-03-02 10:03:31,7,27
2022-03-02 10:03:46,7,32
2022-03-02 10:03:51,4,32
2022-03-02 10:04:04,4,27
2022-03-02 10:04:11,4,27
2022-03-02 10:04:21,4,29
2022-03-02 10:04:32,6,29
2022-03-02 10:04:41,6,35
2022-03-02 10:04:51,2,35
2022-03-02 10:05:01,2,33
2022-03-02 10:05:12,3,33
2022-03-02 10:05:24,3,34
2022-03-02 10:05:37,5,34
2022-03-02 10:05:43,5,33
2022-03-02 10:05:52,3,33
2022-03-02 10:06:02,3,33
2022-03-02 10:06:13,3,26
2022-03-02 10:06:21,3,26
2022-03-02 10:06:32,3,28
2022-03-02 10:06:41,3,28
2022-03-02 10:06:51,6,27
2022-03-02 10:07:02,6,27
2022-03-02 10:07:11,4,23
2022-03-02 10:07:22,4,23
2022-03-02 10:07:31,4,26
2022-03-02 10:07:41,4,26
2022-03-02 10:07:51,4,25
2022-03-02 10:08:03,4,25
2022-03-02 10:08:11,4,25
2022-03-02 10:08:21,4,25
2022-03-02 10:08:32,4,26
2022-03-02 10:08:44,4,26
2022-03-02 10:08:52,4,26
2022-03-02 10:09:03,4,26
2022-03-02 10:09:11,3,29
2022-03-02 10:09:22,3,29
2022-03-02 10:09:32,4,27
2022-03-02 10:09:42,4,27
2022-03-02 10:09:51,3,29
2022-03-02 10:10:01,3,29
2022-03-02 10:10:11,4,29
2022-03-02 10:10:21,4,29
2022-03-02 10:10:31,3,29
2022-03-02 10:10:41,3,29
2022-03-02 10:10:51,3,30
2022-03-02 10:11:09,3,30
2022-03-02 10:11:11,4,28
2022-03-02 10:11:21,4,28
2022-03-02 10:11:35,5,29
2022-03-02 10:11:42,5,29
2022-03-02 10:12:01,3,29
2022-03-02 10:12:11,3,30
2022-03-02 10:12:22,3,30
2022-03-02 10:12:31,5,31
2022-03-02 10:12:41,5,31
2022-03-02 10:13:04,2,25
2022-03-02 10:13:12,4,30
2022-03-02 10:13:21,4,30
2022-03-02 10:13:31,4,35
2022-03-02 10:13:42,4,35
2022-03-02 10:13:51,4,35
2022-03-02 10:14:20,4,35
2022-03-02 10:14:22,4,35
2022-03-02 10:14:32,4,36
2022-03-02 10:14:48,5,36
2022-03-02 10:14:52,5,35
2022-03-02 10:15:02,5,35
2022-03-02 10:15:12,5,36
2022-03-02 10:15:22,5,34
2022-03-02 10:15:32,5,34
2022-03-02 10:15:42,4,29
2022-03-02 10:15:52,4,29
2022-03-02 10:16:02,3,30
2022-03-02 10:16:12,3,30
2022-03-02 10:16:22,3,28
2022-03-02 10:16:38,3,28
2022-03-02 10:16:42,6,29
2022-03-02 10:16:53,6,29
2022-03-02 10:17:05,5,33
2022-03-02 10:17:12,5,33
2022-03-02 10:17:22,3,30
2022-03-02 10:17:32,3,30
2022-03-02 10:17:51,3,35
2022-03-02 10:18:02,3,31
2022-03-02 10:18:12,3,31
2022-03-02 10:18:22,3,31
2022-03-02 10:18:36,3,31
2022-03-02 10:18:42,4,31
2022-03-02 10:18:52,4,31
2022-03-02 10:19:02,2,29
2022-03-02 10:19:15,2,29
2022-03-02 10:19:22,4,32
2022-03-02 10:19:32,4,32
2022-03-02 10:19:42,4,30
2022-03-02 10:19:52,4,30
2022-03-02 10:20:02,2,33
2022-03-02 10:20:12,2,33
2022-03-02 10:20:24,4,33
2022-03-02 10:20:32,4,33
2022-03-02 10:20:42,1,29
2022-03-02 10:20:51,1,29
2022-03-02 10:21:02,1,31
2022-03-02 10:21:12,1,31
2022-03-02 10:21:22,1,29
2022-03-02 10:21:32,1,29
2022-03-02 10:21:46,2,29
2022-03-02 10:21:53,2,29
2022-03-02 10:22:02,1,29
2022-03-02 10:22:12,1,26
2022-03-02 10:22:22,1,26
2022-03-02 10:22:32,1,26
2022-03-02 10:22:47,2,27
2022-03-02 10:22:52,2,27
2022-03-02 10:23:02,3,27
2022-03-02 10:23:12,3,27
2022-03-02 10:23:22,4,27
2022-03-02 10:23:32,4,32
2022-03-02 10:23:42,2,32
2022-03-02 10:23:52,2,31
2022-03-02 10:24:04,3,31
2022-03-02 10:24:12,3,29
2022-03-02 10:24:23,4,29
2022-03-02 10:24:32,4,33
2022-03-02 10:24:42,4,33
2022-03-02 10:24:53,2,31
2022-03-02 10:25:02,2,31
2022-03-02 10:25:12,2,31
2022-03-02 10:25:22,2,31
2022-03-02 10:25:39,5,28
2022-03-02 10:25:42,5,28
2022-03-02 10:25:52,5,29
2022-03-02 10:26:02,5,29
2022-03-02 10:26:12,3,30
2022-03-02 10:26:22,3,30
2022-03-02 10:26:32,6,37
2022-03-02 10:26:42,6,37
2022-03-02 10:26:52,3,32
2022-03-02 10:27:02,3,32
2022-03-02 10:27:13,5,33
2022-03-02 10:27:22,5,33
2022-03-02 10:27:32,6,32
2022-03-02 10:27:42,6,32
2022-03-02 10:27:52,5,29
2022-03-02 10:28:10,5,29
2022-03-02 10:28:47,3,29
2022-03-02 10:28:52,4,31
2022-03-02 10:29:02,3,31
2022-03-02 10:29:12,3,29
2022-03-02 10:29:22,4,29
2022-03-02 10:29:32,4,27
2022-03-02 10:29:42,6,27
2022-03-02 10:29:52,6,30
2022-03-02 10:30:02,4,30
2022-03-02 10:30:12,4,29
2022-03-02 10:30:22,4,29
2022-03-02 10:30:32,4,29
2022-03-02 10:30:42,4,29
2022-03-02 10:30:52,4,26
2022-03-02 10:31:02,5,26
2022-03-02 10:31:12,5,31
2022-03-02 10:31:22,4,31
2022-03-02 10:31:32,4,28
2022-03-02 10:31:42,4,29
2022-03-02 10:31:53,4,29
2022-03-02 10:32:02,5,30
2022-03-02 10:32:12,5,30
2022-03-02 10:32:22,4,31
2022-03-02 10:32:32,4,31
2022-03-02 10:32:42,4,34
2022-03-02 10:32:52,4,34
2022-03-02 10:33:02,4,31
2022-03-02 10:33:12,4,31
2022-03-02 10:33:22,5,30
2022-03-02 10:33:43,5,30
2022-03-02 10:33:52,3,31
2022-03-02 10:34:02,7,28
2022-03-02 10:34:12,7,28
2022-03-02 10:34:22,4,28
2022-03-02 10:34:33,4,28
2022-03-02 10:34:42,5,26
2022-03-02 10:34:52,5,26
2022-03-02 10:35:02,5,29
2022-03-02 10:35:12,3,29
2022-03-02 10:35:22,3,30
2022-03-02 10:35:32,6,30
2022-03-02 10:35:43,6,30
2022-03-02 10:35:52,4,30
2022-03-02 10:36:02,4,32
2022-03-02 10:36:40,5,32
2022-03-02 10:36:42,8,28
2022-03-02 10:36:52,6,28
2022-03-02 10:37:02,6,32
2022-03-02 10:37:13,5,29
2022-03-02 10:37:22,5,29
2022-03-02 10:37:32,5,28
2022-03-02 10:37:42,5,28
2022-03-02 10:37:54,5,29
2022-03-02 10:38:05,5,29
2022-03-02 10:38:12,6,30
2022-03-02 10:38:23,6,30
2022-03-02 10:38:34,3,30
2022-03-02 10:38:46,3,30
2022-03-02 10:38:52,5,30
2022-03-02 10:39:02,5,26
2022-03-02 10:39:17,7,26
2022-03-02 10:39:22,7,24
2022-03-02 10:39:32,5,24
2022-03-02 10:39:42,5,22
2022-03-02 10:39:52,3,22
2022-03-02 10:40:26,3,23
2022-03-02 10:40:32,4,22
2022-03-02 10:41:10,4,24
2022-03-02 10:41:12,4,26
2022-03-02 10:41:22,4,26
2022-03-02 10:41:32,4,28
