date,pm25_in,pm25_out
2022-03-07 08:11:49,0,23
2022-03-07 08:11:59,0,23
2022-03-07 08:12:12,0,21
2022-03-07 08:12:20,0,21
2022-03-07 08:12:31,0,29
2022-03-07 08:12:49,0,33
2022-03-07 08:12:59,0,33
2022-03-07 08:13:09,0,20
2022-03-07 08:13:19,0,20
2022-03-07 08:13:39,0,25
2022-03-07 08:13:52,0,30
2022-03-07 08:14:00,0,30
2022-03-07 08:14:09,0,30
2022-03-07 08:14:19,0,30
2022-03-07 08:14:29,0,40
2022-03-07 08:14:39,0,40
2022-03-07 08:14:49,0,39
2022-03-07 08:14:59,0,48
2022-03-07 08:15:09,0,48
2022-03-07 08:15:19,0,40
2022-03-07 08:15:30,0,40
2022-03-07 08:15:39,0,34
2022-03-07 08:15:49,0,34
2022-03-07 08:15:59,0,18
2022-03-07 08:16:09,0,18
2022-03-07 08:16:19,0,14
2022-03-07 08:16:29,0,14
2022-03-07 08:16:39,0,17
2022-03-07 08:16:49,0,17
2022-03-07 08:16:59,0,18
2022-03-07 08:17:09,0,18
2022-03-07 08:17:19,0,17
2022-03-07 08:17:29,0,17
2022-03-07 08:17:39,0,17
2022-03-07 08:17:49,0,17
2022-03-07 08:18:00,0,22
2022-03-07 08:18:09,0,22
2022-03-07 08:18:19,0,54
2022-03-07 08:18:29,0,54
2022-03-07 08:18:39,0,25
2022-03-07 08:18:49,0,25
2022-03-07 08:18:59,0,21
2022-03-07 08:19:09,0,21
2022-03-07 08:19:19,0,21
2022-03-07 08:19:29,0,21
2022-03-07 08:19:39,0,24
2022-03-07 08:19:49,0,24
2022-03-07 08:19:59,0,21
2022-03-07 08:20:09,0,23
2022-03-07 08:20:19,0,23
2022-03-07 08:20:29,0,24
2022-03-07 08:20:39,0,24
2022-03-07 08:20:49,0,24
2022-03-07 08:20:59,0,24
2022-03-07 08:21:09,0,38
2022-03-07 08:21:19,0,38
2022-03-07 08:21:29,0,49
2022-03-07 08:21:39,0,49
2022-03-07 08:21:49,1,49
2022-03-07 08:21:59,1,49
2022-03-07 08:22:09,0,35
2022-03-07 08:22:19,0,35
2022-03-07 08:22:30,0,41
2022-03-07 08:22:40,0,41
2022-03-07 08:22:49,0,56
2022-03-07 08:23:00,0,56
2022-03-07 08:23:09,1,63
2022-03-07 08:23:19,1,63
2022-03-07 08:23:29,1,28
2022-03-07 08:23:39,1,28
2022-03-07 08:23:49,1,28
2022-03-07 08:23:59,1,28
2022-03-07 08:24:10,1,25
2022-03-07 08:24:21,1,25
2022-03-07 08:24:29,1,29
2022-03-07 08:24:39,1,29
2022-03-07 08:24:49,1,16
2022-03-07 08:24:59,1,16
2022-03-07 08:25:09,0,21
2022-03-07 08:25:19,0,18
2022-03-07 08:25:29,0,18
2022-03-07 08:25:40,0,32
2022-03-07 08:25:49,0,32
2022-03-07 08:25:59,0,49
2022-03-07 08:26:14,1,49
2022-03-07 08:26:20,1,35
2022-03-07 08:26:30,1,35
2022-03-07 08:26:40,1,21
2022-03-07 08:26:50,2,21
2022-03-07 08:27:00,2,19
2022-03-07 08:27:09,4,19
2022-03-07 08:27:19,4,19
2022-03-07 08:27:29,2,19
2022-03-07 08:27:39,2,16
2022-03-07 08:27:49,6,16
2022-03-07 08:27:59,6,18
2022-03-07 08:28:09,3,18
2022-03-07 08:28:19,3,17
2022-03-07 08:28:29,4,17
2022-03-07 08:28:39,4,18
2022-03-07 08:28:49,7,18
2022-03-07 08:29:01,7,22
2022-03-07 08:29:09,5,22
2022-03-07 08:29:20,5,33
2022-03-07 08:29:29,6,33
2022-03-07 08:29:39,6,23
2022-03-07 08:29:49,8,23
2022-03-07 08:29:59,8,24
2022-03-07 08:30:09,5,24
2022-03-07 08:30:20,5,19
2022-03-07 08:30:29,8,19
2022-03-07 08:30:39,8,17
2022-03-07 08:30:49,6,23
2022-03-07 08:31:00,6,23
2022-03-07 08:31:09,6,26
2022-03-07 08:31:20,6,26
2022-03-07 08:31:29,6,23
2022-03-07 08:31:40,6,23
2022-03-07 08:31:50,8,19
2022-03-07 08:32:00,8,19
2022-03-07 08:32:10,7,21
2022-03-07 08:32:19,7,21
2022-03-07 08:32:29,7,30
2022-03-07 08:32:40,7,30
2022-03-07 08:32:49,8,21
2022-03-07 08:33:00,8,21
2022-03-07 08:33:10,8,24
2022-03-07 08:33:24,8,24
2022-03-07 08:33:29,6,34
2022-03-07 08:33:43,6,34
2022-03-07 08:33:50,6,35
2022-03-07 08:33:59,8,35
2022-03-07 08:34:10,8,26
2022-03-07 08:34:19,4,26
2022-03-07 08:34:29,4,25
2022-03-07 08:34:40,5,25
2022-03-07 08:34:50,5,24
2022-03-07 08:34:59,7,24
2022-03-07 08:35:09,7,27
2022-03-07 08:35:20,8,27
2022-03-07 08:35:40,8,36
2022-03-07 08:35:50,7,26
2022-03-07 08:36:00,7,26
2022-03-07 08:36:11,7,25
2022-03-07 08:36:19,5,25
2022-03-07 08:36:30,5,32
2022-03-07 08:36:40,5,32
2022-03-07 08:36:50,5,32
2022-03-07 08:37:00,5,32
2022-03-07 08:37:10,5,25
2022-03-07 08:37:20,4,25
2022-03-07 08:37:30,4,38
2022-03-07 08:37:40,5,38
2022-03-07 08:37:50,5,24
2022-03-07 08:38:00,3,24
2022-03-07 08:38:10,3,23
2022-03-07 08:38:20,6,23
2022-03-07 08:38:30,6,22
2022-03-07 08:38:40,4,22
2022-03-07 08:38:49,4,21
2022-03-07 08:38:59,5,21
2022-03-07 08:39:09,5,30
2022-03-07 08:39:19,3,30
2022-03-07 08:39:30,3,20
2022-03-07 08:39:40,3,20
2022-03-07 08:39:50,3,21
2022-03-07 08:40:00,2,21
2022-03-07 08:40:10,2,25
2022-03-07 08:40:23,2,25
2022-03-07 08:40:30,2,26
2022-03-07 08:40:40,1,26
2022-03-07 08:40:53,1,30
2022-03-07 08:41:00,2,30
2022-03-07 08:41:10,2,31
2022-03-07 08:41:20,1,31
2022-03-07 08:41:30,1,28
2022-03-07 08:41:40,0,28
2022-03-07 08:41:50,0,24
2022-03-07 08:42:00,0,24
2022-03-07 08:42:10,0,24
2022-03-07 08:42:20,1,30
2022-03-07 08:42:30,1,30
2022-03-07 08:42:40,1,28
2022-03-07 08:42:50,1,28
2022-03-07 08:43:00,0,27
2022-03-07 08:43:10,0,27
2022-03-07 08:43:20,0,27
2022-03-07 08:43:30,0,27
2022-03-07 08:43:40,0,28
2022-03-07 08:43:50,0,28
2022-03-07 08:44:00,0,28
2022-03-07 08:44:10,0,28
2022-03-07 08:44:20,0,30
2022-03-07 08:44:30,0,30
2022-03-07 08:44:40,0,36
2022-03-07 08:44:50,0,36
2022-03-07 08:45:00,0,25
2022-03-07 20:02:57,1,6
2022-03-07 20:03:07,0,14
2022-03-07 20:03:17,0,14
2022-03-07 20:03:27,1,17
2022-03-07 20:03:39,1,17
2022-03-07 20:03:47,0,18
2022-03-07 20:03:57,0,18
2022-03-07 20:04:08,2,20
2022-03-07 20:04:21,2,20
2022-03-07 20:04:27,2,23
2022-03-07 20:04:37,2,23
2022-03-07 20:04:48,2,17
2022-03-07 20:04:58,2,17
2022-03-07 20:05:09,3,29
2022-03-07 20:05:17,3,29
2022-03-07 20:05:28,1,23
2022-03-07 20:05:37,1,23
2022-03-07 20:05:47,2,31
2022-03-07 20:05:57,2,31
2022-03-07 20:06:07,2,19
2022-03-07 20:06:17,2,19
2022-03-07 20:06:27,1,19
2022-03-07 20:06:37,1,18
2022-03-07 20:06:47,1,18
2022-03-07 20:06:57,1,16
2022-03-07 20:07:07,1,16
2022-03-07 20:07:18,1,16
2022-03-07 20:07:28,1,16
2022-03-07 20:07:37,1,17
2022-03-07 20:07:48,1,17
2022-03-07 20:07:58,1,21
2022-03-07 20:08:09,1,21
2022-03-07 20:08:17,1,31
2022-03-07 20:08:29,0,31
2022-03-07 20:08:38,0,33
2022-03-07 20:08:47,0,33
2022-03-07 20:08:57,0,35
2022-03-07 20:09:08,0,35
2022-03-07 20:09:17,0,33
2022-03-07 20:09:27,0,33
2022-03-07 20:09:42,0,29
2022-03-07 20:09:47,0,29
2022-03-07 20:09:57,0,19
2022-03-07 20:10:08,0,19
2022-03-07 20:10:17,0,21
2022-03-07 20:10:27,1,21
2022-03-07 20:10:38,1,21
2022-03-07 20:10:48,1,21
2022-03-07 20:11:00,2,19
2022-03-07 20:11:07,2,17
2022-03-07 20:11:18,2,17
2022-03-07 20:11:29,3,18
2022-03-07 20:11:37,3,18
2022-03-07 20:11:48,1,17
2022-03-07 20:11:57,1,17
2022-03-07 20:12:07,6,19
2022-03-07 20:12:17,6,19
2022-03-07 20:12:28,5,6
2022-03-07 20:12:38,5,6
2022-03-07 20:12:47,5,8
2022-03-07 20:12:57,5,8
2022-03-07 20:13:38,6,8
2022-03-07 20:13:48,5,11
2022-03-07 20:14:18,7,15
2022-03-07 20:14:47,5,7
2022-03-07 20:15:17,6,21
2022-03-07 20:15:27,6,23
2022-03-07 20:15:47,6,20
2022-03-07 20:15:57,6,20
2022-03-07 20:16:27,6,15
2022-03-07 20:16:37,6,15
2022-03-07 20:16:58,5,15
2022-03-07 20:17:07,6,15
2022-03-07 20:17:18,6,22
2022-03-07 20:17:47,4,23
2022-03-07 20:17:57,4,23
2022-03-07 20:18:07,6,23
2022-03-07 20:18:18,6,23
2022-03-07 20:18:28,6,19
2022-03-07 20:18:38,6,19
2022-03-07 20:18:48,6,24
2022-03-07 20:18:58,6,24
2022-03-07 20:19:08,4,11
2022-03-07 20:19:18,4,11
2022-03-07 20:19:28,6,24
2022-03-07 20:19:38,6,24
2022-03-07 20:19:47,7,23
2022-03-07 20:19:58,7,23
2022-03-07 20:20:08,7,27
2022-03-07 20:20:18,7,27
2022-03-07 20:20:28,7,31
2022-03-07 20:20:38,7,31
2022-03-07 20:20:48,8,34
2022-03-07 20:20:58,8,34
2022-03-07 20:21:08,5,22
2022-03-07 20:21:18,5,22
2022-03-07 20:21:28,6,19
2022-03-07 20:21:38,6,19
2022-03-07 20:21:48,8,24
2022-03-07 20:21:58,8,24
2022-03-07 20:22:08,8,16
2022-03-07 20:22:18,8,16
2022-03-07 20:22:28,8,14
2022-03-07 20:22:37,8,14
2022-03-07 20:22:47,6,12
2022-03-07 20:22:57,6,12
2022-03-07 20:23:07,6,31
2022-03-07 20:23:17,8,31
2022-03-07 20:23:27,8,35
2022-03-07 20:23:37,9,35
2022-03-07 20:23:47,9,23
2022-03-07 20:23:57,7,23
2022-03-07 20:24:09,7,23
2022-03-07 20:24:17,7,23
2022-03-07 20:24:27,7,18
2022-03-07 20:24:37,7,18
2022-03-07 20:24:48,7,14
2022-03-07 20:25:04,5,14
2022-03-07 20:25:07,5,14
2022-03-07 20:25:17,7,14
2022-03-07 20:25:27,7,31
2022-03-07 20:25:37,5,31
2022-03-07 20:25:47,5,24
2022-03-07 20:25:57,8,13
2022-03-07 20:26:07,8,13
2022-03-07 20:26:17,8,15
2022-03-07 20:26:27,8,15
2022-03-07 20:26:37,8,15
2022-03-07 20:26:47,7,15
2022-03-07 20:26:57,7,14
2022-03-07 20:27:07,7,14
2022-03-07 20:27:17,7,27
2022-03-07 20:27:32,7,27
2022-03-07 20:27:37,7,34
2022-03-07 20:27:47,6,34
2022-03-07 20:27:57,6,34
2022-03-07 20:28:07,5,34
2022-03-07 20:28:17,5,31
2022-03-07 20:28:27,5,31
2022-03-07 20:28:37,5,19
2022-03-07 20:28:47,6,19
2022-03-07 20:28:57,6,14
2022-03-07 20:29:07,8,14
2022-03-07 20:29:17,8,15
2022-03-07 20:29:27,5,15
2022-03-07 20:29:37,5,19
2022-03-07 20:29:47,9,19
2022-03-07 20:29:57,9,32
2022-03-07 20:30:07,7,32
2022-03-07 20:30:17,7,13
2022-03-07 20:30:27,8,13
2022-03-07 20:30:37,8,18
2022-03-07 20:30:47,8,18
2022-03-07 20:30:57,8,25
2022-03-07 20:31:07,9,25
2022-03-07 20:31:17,9,29
2022-03-07 20:31:27,9,29
2022-03-07 20:31:40,9,39
2022-03-07 20:31:47,7,39
2022-03-07 20:31:58,7,66
2022-03-07 20:32:07,9,66
2022-03-07 20:32:21,9,71
2022-03-07 20:32:27,10,71
2022-03-07 20:32:37,10,58
2022-03-07 20:32:47,9,58
2022-03-07 20:32:57,9,45
2022-03-07 20:33:07,7,45
2022-03-07 20:33:27,8,47
2022-03-07 20:33:37,8,46
2022-03-07 20:33:48,12,46
2022-03-07 20:33:57,12,45
2022-03-07 20:34:07,12,45
2022-03-07 20:34:17,10,46
2022-03-07 20:34:27,10,46
2022-03-07 20:34:37,10,45
2022-03-07 20:34:47,10,45
2022-03-07 20:34:57,8,43
2022-03-07 20:35:07,8,43
2022-03-07 20:35:19,10,44
2022-03-07 20:35:27,10,44
2022-03-07 20:35:37,7,46
2022-03-07 20:35:47,7,44
2022-03-07 20:35:57,8,43
2022-03-07 20:36:07,8,43
2022-03-07 20:36:17,8,43
2022-03-07 20:36:27,8,44
2022-03-07 20:36:37,9,44
2022-03-07 20:36:47,9,25
2022-03-07 20:36:57,8,25
2022-03-07 20:37:07,8,14
2022-03-07 20:37:19,9,14
2022-03-07 20:37:27,9,14
2022-03-07 20:37:37,8,22
2022-03-07 20:37:52,8,22
2022-03-07 20:38:01,6,29
2022-03-07 20:38:07,6,29
2022-03-07 20:38:17,6,38
2022-03-07 20:38:27,6,38
2022-03-07 20:38:38,8,41
2022-03-07 20:38:47,8,41
2022-03-07 20:38:57,8,31
2022-03-07 20:39:07,8,31
2022-03-07 20:39:17,9,30
2022-03-07 20:39:27,9,30
2022-03-07 20:39:37,7,20
2022-03-07 20:39:47,7,20
2022-03-07 20:39:57,10,19
2022-03-07 20:40:07,10,19
2022-03-07 20:40:17,8,18
2022-03-07 20:40:27,8,18
2022-03-07 20:40:37,6,14
2022-03-07 20:40:47,6,14
2022-03-07 20:40:57,8,14
2022-03-07 20:41:07,8,14
2022-03-07 20:41:17,8,17
2022-03-07 20:41:27,8,17
2022-03-07 20:41:37,6,26
2022-03-07 20:41:47,6,26
2022-03-07 20:41:57,6,19
2022-03-07 20:42:07,6,19
2022-03-07 20:42:18,8,16
2022-03-07 20:42:28,8,16
2022-03-07 20:42:38,8,19
2022-03-07 20:42:47,8,19
2022-03-07 20:42:57,7,45
2022-03-07 20:43:07,7,45
2022-03-07 20:43:17,7,15
2022-03-07 20:43:27,7,15
2022-03-07 20:43:37,5,19
2022-03-07 20:43:47,5,19
2022-03-07 20:43:57,8,25
2022-03-07 20:44:07,8,25
2022-03-07 20:44:17,9,30
2022-03-07 20:44:28,9,30
2022-03-07 20:44:37,6,27
2022-03-07 20:44:47,6,27
2022-03-07 20:44:57,7,35
2022-03-07 20:45:07,7,35
2022-03-07 20:45:17,8,44
2022-03-07 20:45:27,8,44
2022-03-07 20:45:37,10,26
2022-03-07 20:45:47,10,26
2022-03-07 20:45:57,9,13
2022-03-07 20:46:11,9,13
2022-03-07 20:46:17,9,14
2022-03-07 20:46:27,9,14
2022-03-07 20:46:37,8,20
2022-03-07 20:46:47,8,20
2022-03-07 20:46:57,10,30
2022-03-07 20:47:07,10,30
2022-03-07 20:47:17,9,35
2022-03-07 20:47:30,9,35
2022-03-07 20:47:38,7,29
2022-03-07 20:51:27,6,11
2022-03-07 20:51:37,11,17
2022-03-07 20:51:47,12,8
2022-03-07 20:51:58,12,8
2022-03-07 20:52:07,10,23
2022-03-07 20:52:17,10,23
2022-03-07 20:52:27,8,25
2022-03-07 20:52:37,8,25
2022-03-07 20:52:47,11,10
2022-03-07 20:52:57,11,10
2022-03-07 20:53:07,11,15
2022-03-07 20:53:27,8,14
2022-03-07 20:53:37,7,14
2022-03-07 20:53:47,9,15
2022-03-07 20:53:57,9,15
2022-03-07 20:54:07,7,18
2022-03-07 20:54:17,7,18
2022-03-07 20:54:27,7,18
2022-03-07 20:54:37,7,28
2022-03-07 20:54:47,8,28
2022-03-07 20:54:57,8,30
2022-03-07 20:55:13,7,30
2022-03-07 20:55:17,7,42
2022-03-07 20:55:27,7,42
2022-03-07 20:55:37,7,48
2022-03-07 20:55:47,8,48
2022-03-07 20:55:57,8,37
2022-03-07 20:56:07,6,37
2022-03-07 20:56:17,6,33
2022-03-07 20:56:30,4,33
2022-03-07 20:56:49,4,39
2022-03-07 20:56:57,4,44
2022-03-07 20:57:07,8,44
2022-03-07 20:57:18,8,47
2022-03-07 20:57:27,3,47
2022-03-07 20:57:37,3,58
2022-03-07 20:57:50,2,58
2022-03-07 20:57:57,2,52
2022-03-07 20:58:10,2,52
2022-03-07 20:58:17,2,48
2022-03-07 20:58:27,3,48
2022-03-07 20:58:37,3,50
2022-03-07 20:58:50,3,50
2022-03-07 20:58:57,3,49
2022-03-07 20:59:07,3,49
2022-03-07 20:59:17,3,49
2022-03-07 20:59:27,1,24
2022-03-07 20:59:37,1,24
2022-03-07 20:59:47,3,21
2022-03-07 20:59:57,3,21
2022-03-07 21:00:07,2,20
2022-03-07 21:00:17,2,20
2022-03-07 21:00:27,2,23
2022-03-07 21:00:37,2,23
2022-03-07 21:00:47,1,28
2022-03-07 21:00:57,1,28
2022-03-07 21:01:07,2,16
2022-03-07 21:01:17,2,16
2022-03-07 21:01:28,2,16
2022-03-07 21:01:38,2,16
2022-03-07 21:01:51,1,19
2022-03-07 21:01:57,1,19
2022-03-07 21:02:08,2,21
2022-03-07 21:02:21,2,21
2022-03-07 21:02:28,1,21
2022-03-07 21:02:37,1,39
2022-03-07 21:02:47,0,39
2022-03-07 21:02:57,0,39
2022-03-07 21:03:07,0,39
2022-03-07 21:03:17,0,18
2022-03-07 21:03:28,0,18
2022-03-07 21:03:42,0,18
2022-03-07 21:03:48,0,18
2022-03-07 21:03:57,0,23
2022-03-07 21:12:03,1,22
2022-03-07 21:12:08,3,20
2022-03-07 21:12:19,3,20
2022-03-07 21:12:28,5,31
2022-03-07 21:12:39,5,32
2022-03-07 21:12:48,3,18
2022-03-07 21:12:58,3,18
2022-03-07 21:13:09,4,21
2022-03-07 21:13:18,4,21
2022-03-07 21:13:28,2,21
2022-03-07 21:13:38,2,21
2022-03-07 21:13:48,6,21
2022-03-07 21:13:58,6,21
2022-03-07 21:14:09,4,20
2022-03-07 21:14:18,4,20
2022-03-07 21:14:29,5,25
