Seat L1,Seat L2,Seat L3,Seat L4,sum
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
248.0,426.0,412.0,170.0,1256.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,170.0,1255.0
247.0,426.0,412.0,169.0,1254.0
247.0,427.0,412.0,169.0,1255.0
247.0,427.0,412.0,169.0,1255.0
247.0,427.0,412.0,169.0,1255.0
247.0,427.0,412.0,169.0,1255.0
247.0,427.0,412.0,169.0,1255.0
247.0,423.0,412.0,171.0,1253.0
247.0,423.0,412.0,171.0,1253.0
247.0,423.0,412.0,171.0,1253.0
247.0,423.0,412.0,171.0,1253.0
247.0,423.0,412.0,171.0,1253.0
247.0,423.0,412.0,171.0,1253.0
250.0,423.0,411.0,171.0,1255.0
250.0,423.0,411.0,171.0,1255.0
250.0,423.0,411.0,171.0,1255.0
250.0,423.0,411.0,171.0,1255.0
250.0,423.0,411.0,171.0,1255.0
250.0,423.0,411.0,171.0,1255.0
251.0,421.0,412.0,172.0,1256.0
251.0,421.0,412.0,172.0,1256.0
251.0,421.0,412.0,172.0,1256.0
251.0,421.0,412.0,172.0,1256.0
251.0,421.0,412.0,172.0,1256.0
251.0,421.0,412.0,172.0,1256.0
253.0,419.0,411.5,173.0,1256.5
253.0,419.0,411.0,173.0,1256.0
253.0,419.0,411.0,173.0,1256.0
253.0,419.0,411.0,173.0,1256.0
253.0,419.0,411.0,173.0,1256.0
253.0,419.0,411.0,173.0,1256.0
254.0,418.0,410.0,174.0,1256.0
254.0,418.0,409.0,174.0,1255.0
254.0,418.0,409.0,174.0,1255.0
254.0,418.0,409.0,174.0,1255.0
254.0,418.0,409.0,174.0,1255.0
254.0,418.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
255.0,417.0,409.0,174.0,1255.0
256.0,415.0,408.0,174.0,1253.0
256.0,415.0,408.0,174.0,1253.0
256.0,415.0,408.0,174.0,1253.0
256.0,415.0,408.0,174.0,1253.0
256.0,415.0,408.0,174.0,1253.0
256.0,415.0,408.0,174.0,1253.0
257.0,415.0,407.0,175.0,1254.0
