Seat L1,Seat L2,Seat L3,Seat L4,sum
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
220.0,432.0,407.0,181.0,1240.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,432.0,407.0,181.0,1239.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
219.0,431.0,407.0,181.0,1238.0
