Seat L1,Seat L2,Seat L3,Seat L4,sum
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
83.0,437.0,414.0,177.0,1111.0
83.0,437.0,414.0,177.0,1111.0
83.0,437.0,414.0,177.0,1111.0
83.0,437.0,414.0,177.0,1111.0
83.0,437.0,414.0,177.0,1111.0
83.0,437.0,414.0,177.0,1111.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,178.0,1269.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,178.0,1270.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
239.0,437.0,414.0,177.0,1267.0
239.0,437.0,414.0,177.0,1267.0
239.0,437.0,414.0,177.0,1267.0
239.0,437.0,414.0,177.0,1267.0
239.0,437.0,414.0,177.0,1267.0
239.0,437.0,414.0,177.0,1267.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,414.0,177.0,1268.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
240.0,437.0,415.0,177.0,1269.0
