mtime,seat_L1,seat_L2,seat_L3,seat_L4,L1,L2,L3,L4,L5,L6,L7,L8,legrest_angle,recline_angle,legrest_voltage,legrest_ext_voltage
2021-03-03-16-01-30-968,726,681,1123,133,0,1387,824,473,0,0,0,0,1002,2679,199,16
2021-03-03-16-01-30-984,726,681,1123,133,0,1387,824,473,0,0,0,0,1006,2681,195,24
2021-03-03-16-01-31-015,723,683,1127,132,0,1305,850,446,0,0,0,0,1009,2681,130,16
2021-03-03-16-01-31-046,723,683,1127,132,0,1305,850,446,0,0,0,0,1016,2684,130,16
2021-03-03-16-01-31-062,723,683,1127,132,0,1305,850,446,0,0,0,0,1019,2683,120,12
2021-03-03-16-01-31-093,723,683,1127,132,0,1305,850,446,0,0,0,0,1023,2683,123,16
2021-03-03-16-01-31-124,723,683,1127,132,0,1305,850,446,0,0,0,0,1026,2685,123,22
2021-03-03-16-01-31-140,723,683,1127,132,0,1305,850,446,0,0,0,0,1031,2683,133,16
2021-03-03-16-01-31-171,730,683,1124,131,0,1250,854,403,0,0,0,0,1035,2683,123,12
2021-03-03-16-01-31-202,730,683,1124,131,0,1250,854,403,0,0,0,0,1036,2683,123,12
2021-03-03-16-01-31-218,730,683,1124,131,0,1250,854,403,0,0,0,0,1040,2684,131,20
2021-03-03-16-01-31-249,730,683,1124,131,0,1250,854,403,0,0,0,0,1048,2685,121,4
2021-03-03-16-01-31-265,730,683,1124,131,0,1250,854,403,0,0,0,0,1049,2683,135,12
2021-03-03-16-01-31-296,730,683,1124,131,0,1250,854,403,0,0,0,0,1054,2684,123,14
2021-03-03-16-01-31-327,720,686,1125,131,0,1148,852,328,0,0,0,0,1058,2683,138,20
2021-03-03-16-01-31-359,720,686,1125,131,0,1148,852,328,0,0,0,0,1062,2683,131,16
2021-03-03-16-01-31-374,720,686,1125,131,0,1148,852,328,0,0,0,0,1067,2685,138,22
2021-03-03-16-01-31-406,720,686,1125,131,0,1148,852,328,0,0,0,0,1069,2681,128,14
2021-03-03-16-01-31-421,720,686,1125,131,0,1148,852,328,0,0,0,0,1071,2681,125,14
2021-03-03-16-01-31-452,720,686,1125,131,0,1148,852,328,0,0,0,0,1078,2684,123,14
2021-03-03-16-01-31-484,718,688,1127,131,0,1051,832,272,0,0,0,0,1079,2685,129,16
2021-03-03-16-01-31-515,718,688,1127,131,0,1051,832,272,0,0,0,0,1085,2681,123,12
2021-03-03-16-01-31-530,718,688,1127,131,0,1051,832,272,0,0,0,0,1088,2681,130,16
2021-03-03-16-01-31-562,718,688,1127,131,0,1051,832,272,0,0,0,0,1090,2682,128,12
2021-03-03-16-01-31-577,718,688,1127,131,0,1051,832,272,0,0,0,0,1099,2685,136,16
2021-03-03-16-01-31-609,718,688,1127,131,0,1051,832,272,0,0,0,0,1097,2680,219,18
2021-03-03-16-01-31-640,723,688,1125,130,0,960,795,225,0,0,0,0,1099,2679,274,26
2021-03-03-16-01-31-671,723,688,1125,130,0,960,795,225,0,0,0,0,1107,2669,128,0
2021-03-03-16-01-31-687,723,688,1125,130,0,960,795,225,0,0,0,0,1113,2680,122,12
2021-03-03-16-01-31-718,723,688,1125,130,0,960,795,225,0,0,0,0,1116,2683,136,18
2021-03-03-16-01-31-734,723,688,1125,130,0,960,795,225,0,0,0,0,1120,2680,129,12
2021-03-03-16-01-31-765,723,688,1125,130,0,960,795,225,0,0,0,0,1125,2680,131,16
2021-03-03-16-01-31-796,717,691,1127,131,0,894,742,183,0,0,0,0,1127,2679,131,12
2021-03-03-16-01-31-827,717,691,1127,131,0,894,742,183,0,0,0,0,1131,2681,128,16
2021-03-03-16-01-31-843,717,691,1127,131,0,894,742,183,0,0,0,0,1137,2680,128,16
2021-03-03-16-01-31-859,717,691,1127,131,0,894,742,183,0,0,0,0,1142,2683,123,16
2021-03-03-16-01-31-890,717,691,1127,131,0,894,742,183,0,0,0,0,1145,2700,139,32
2021-03-03-16-01-31-921,717,691,1127,131,0,894,742,183,0,0,0,0,1154,2684,128,16
2021-03-03-16-01-31-937,717,691,1127,131,0,894,742,183,0,0,0,0,1154,2682,130,16
2021-03-03-16-01-31-968,720,691,1128,130,0,796,711,159,0,0,0,0,1157,2680,131,16
2021-03-03-16-01-31-999,720,691,1128,130,0,796,711,159,0,0,0,0,1161,2681,123,14
2021-03-03-16-01-32-015,720,691,1128,130,0,796,711,159,0,0,0,0,1168,2681,125,14
2021-03-03-16-01-32-046,720,691,1128,130,0,796,711,159,0,0,0,0,1173,2682,129,16
2021-03-03-16-01-32-077,720,691,1128,130,0,796,711,159,0,0,0,0,1173,2680,122,12
2021-03-03-16-01-32-093,720,691,1128,130,0,796,711,159,0,0,0,0,1179,2679,130,16
2021-03-03-16-01-32-124,715,692,0,130,0,724,640,101,0,0,0,0,1184,2681,125,12
2021-03-03-16-01-32-155,715,692,0,130,0,724,640,101,0,0,0,0,1186,2681,221,24
2021-03-03-16-01-32-171,715,692,0,130,0,724,640,101,0,0,0,0,1192,2683,130,16
2021-03-03-16-01-32-202,715,692,0,130,0,724,640,101,0,0,0,0,1197,2681,119,12
2021-03-03-16-01-32-233,715,692,0,130,0,724,640,101,0,0,0,0,1201,2681,219,20
2021-03-03-16-01-32-249,715,692,0,130,0,724,640,101,0,0,0,0,1205,2681,128,16
2021-03-03-16-01-32-280,714,693,0,129,0,697,589,47,0,0,0,0,1211,2681,121,12
2021-03-03-16-01-32-312,714,693,0,129,0,697,589,47,0,0,0,0,1216,2679,131,18
2021-03-03-16-01-32-327,714,693,0,129,0,697,589,47,0,0,0,0,1220,2683,128,18
2021-03-03-16-01-32-358,714,693,0,129,0,697,589,47,0,0,0,0,1229,2685,122,12
2021-03-03-16-01-32-390,714,693,0,129,0,697,589,47,0,0,0,0,1230,2681,129,16
2021-03-03-16-01-32-405,714,693,0,129,0,697,589,47,0,0,0,0,1235,2685,134,16
2021-03-03-16-01-32-437,709,696,0,129,0,652,558,5,0,0,0,0,1235,2682,137,18
2021-03-03-16-01-32-468,709,696,0,129,0,652,558,5,0,0,0,0,1242,2681,137,16
2021-03-03-16-01-32-483,709,696,0,129,0,652,558,5,0,0,0,0,1248,2683,128,16
2021-03-03-16-01-32-515,709,696,0,129,0,652,558,5,0,0,0,0,1250,2683,131,16
2021-03-03-16-01-32-530,709,696,0,129,0,652,558,5,0,0,0,0,1256,2679,200,16
2021-03-03-16-01-32-561,709,696,0,129,0,652,558,5,0,0,0,0,1262,2683,128,14
2021-03-03-16-01-32-593,710,700,0,127,0,595,498,0,0,0,0,0,1263,2681,118,14
2021-03-03-16-01-32-624,710,700,0,127,0,595,498,0,0,0,0,0,1273,2682,123,12
2021-03-03-16-01-32-640,710,700,0,127,0,595,498,0,0,0,0,0,1277,2681,130,12
2021-03-03-16-01-32-671,710,700,0,127,0,595,498,0,0,0,0,0,1280,2682,160,10
2021-03-03-16-01-32-686,710,700,0,127,0,595,498,0,0,0,0,0,1285,2682,120,14
2021-03-03-16-01-32-718,710,700,0,127,0,595,498,0,0,0,0,0,1291,2682,134,18
2021-03-03-16-01-32-749,705,701,1130,127,0,538,434,0,0,0,0,0,1294,2682,125,12
2021-03-03-16-01-32-780,705,701,1130,127,0,538,434,0,0,0,0,0,1299,2683,123,16
2021-03-03-16-01-32-796,705,701,1130,127,0,538,434,0,0,0,0,0,1307,2683,122,12
2021-03-03-16-01-32-827,705,701,1130,127,0,538,434,0,0,0,0,0,1309,2681,179,16
2021-03-03-16-01-32-843,705,701,1130,127,0,538,434,0,0,0,0,0,1315,2683,112,10
2021-03-03-16-01-32-874,705,701,1130,127,0,538,434,0,0,0,0,0,1324,2683,135,16
2021-03-03-16-01-32-890,704,705,1130,126,0,519,381,0,0,0,0,0,1326,2681,120,12
2021-03-03-16-01-32-921,704,705,1130,126,0,519,381,0,0,0,0,0,1330,2681,209,20
2021-03-03-16-01-32-952,704,705,1130,126,0,519,381,0,0,0,0,0,1333,2681,128,16
2021-03-03-16-01-32-968,704,705,1130,126,0,519,381,0,0,0,0,0,1342,2681,131,16
2021-03-03-16-01-32-999,704,705,1130,126,0,519,381,0,0,0,0,0,1347,2682,118,12
2021-03-03-16-01-33-030,704,705,1130,126,0,519,381,0,0,0,0,0,1353,2683,128,16
2021-03-03-16-01-33-046,704,705,1130,126,0,519,381,0,0,0,0,0,1355,2678,128,8
2021-03-03-16-01-33-077,697,709,1132,125,0,490,365,0,0,0,0,0,1363,2681,131,16
2021-03-03-16-01-33-108,697,709,1132,125,0,490,365,0,0,0,0,0,1367,2683,130,16
2021-03-03-16-01-33-124,697,709,1132,125,0,490,365,0,0,0,0,0,1370,2679,128,16
2021-03-03-16-01-33-155,697,709,1132,125,0,490,365,0,0,0,0,0,1379,2681,129,16
2021-03-03-16-01-33-171,697,709,1132,125,0,490,365,0,0,0,0,0,1383,2681,128,16
2021-03-03-16-01-33-202,697,709,1132,125,0,490,365,0,0,0,0,0,1385,2681,145,16
2021-03-03-16-01-33-233,699,708,1130,124,0,485,330,0,0,0,0,0,1396,2683,130,16
2021-03-03-16-01-33-264,699,708,1130,124,0,485,330,0,0,0,0,0,1402,2683,130,16
2021-03-03-16-01-33-280,699,708,1130,124,0,485,330,0,0,0,0,0,1405,2684,135,16
2021-03-03-16-01-33-311,699,708,1130,124,0,485,330,0,0,0,0,0,1417,2682,151,18
2021-03-03-16-01-33-327,699,708,1130,124,0,485,330,0,0,0,0,0,1421,2682,153,18
2021-03-03-16-01-33-358,699,708,1130,124,0,485,330,0,0,0,0,0,1426,2683,147,16
2021-03-03-16-01-33-389,696,715,1132,124,0,485,314,0,0,0,0,0,1425,2680,237,20
2021-03-03-16-01-33-421,696,715,1132,124,0,485,314,0,0,0,0,0,1438,2684,14,16
2021-03-03-16-01-33-436,696,715,1132,124,0,485,314,0,0,0,0,0,1441,2684,29,32
2021-03-03-16-01-33-467,696,715,1132,124,0,485,314,0,0,0,0,0,1440,2684,10,8
2021-03-03-16-01-33-483,696,715,1132,124,0,485,314,0,0,0,0,0,1431,2681,10,10
2021-03-03-16-01-33-514,696,715,1132,124,0,485,314,0,0,0,0,0,1431,2681,10,8
2021-03-03-16-01-33-546,692,719,1133,122,0,474,326,0,0,0,0,0,1433,2679,9,8
2021-03-03-16-01-33-577,692,719,1133,122,0,474,326,0,0,0,0,0,1448,2683,11,10
2021-03-03-16-01-33-592,692,719,1133,122,0,474,326,0,0,0,0,0,1451,2681,9,8
2021-03-03-16-01-33-608,692,719,1133,122,0,474,326,0,0,0,0,0,1458,2682,13,12
2021-03-03-16-01-33-639,692,719,1133,122,0,474,326,0,0,0,0,0,1462,2682,11,10
2021-03-03-16-01-33-671,692,719,1133,122,0,474,326,0,0,0,0,0,1467,2681,10,10
2021-03-03-16-01-33-686,688,721,1136,120,0,470,336,0,0,0,0,0,1469,2683,11,12
2021-03-03-16-01-33-717,688,721,1136,120,0,470,336,0,0,0,0,0,1472,2681,11,10
2021-03-03-16-01-33-749,688,721,1136,120,0,470,336,0,0,0,0,0,1474,2681,10,10
2021-03-03-16-01-33-764,688,721,1136,120,0,470,336,0,0,0,0,0,1477,2682,13,12
2021-03-03-16-01-33-796,688,721,1136,120,0,470,336,0,0,0,0,0,1477,2681,10,10
2021-03-03-16-01-33-811,688,721,1136,120,0,470,336,0,0,0,0,0,1478,2683,11,10
2021-03-03-16-01-33-842,665,748,1142,123,0,471,369,0,0,0,0,0,1480,2681,9,12
2021-03-03-16-01-33-874,665,748,1142,123,0,471,369,0,0,0,0,0,1483,2681,13,10
2021-03-03-16-01-33-889,665,748,1142,123,0,471,369,0,0,0,0,0,1483,2682,14,16
2021-03-03-16-01-33-921,665,748,1142,123,0,471,369,0,0,0,0,0,1482,2678,9,10
2021-03-03-16-01-33-952,665,748,1142,123,0,471,369,0,0,0,0,0,1484,2680,11,12
2021-03-03-16-01-33-967,665,748,1142,123,0,471,369,0,0,0,0,0,1483,2679,9,10
2021-03-03-16-01-33-999,696,724,1126,119,0,473,357,0,0,0,0,0,1485,2678,10,8
2021-03-03-16-01-34-030,696,724,1126,119,0,473,357,0,0,0,0,0,1485,2678,10,10
2021-03-03-16-01-34-045,696,724,1126,119,0,473,357,0,0,0,0,0,1487,2677,11,10
2021-03-03-16-01-34-077,696,724,1126,119,0,473,357,0,0,0,0,0,1486,2677,9,8
2021-03-03-16-01-34-108,696,724,1126,119,0,473,357,0,0,0,0,0,1489,2678,10,10
2021-03-03-16-01-34-124,696,724,1126,119,0,473,357,0,0,0,0,0,1489,2679,11,12
2021-03-03-16-01-34-155,696,724,1126,119,0,473,357,0,0,0,0,0,1490,2678,11,10
2021-03-03-16-01-34-186,692,717,1137,119,0,474,357,0,0,0,0,0,1493,2679,14,16
2021-03-03-16-01-34-217,692,717,1137,119,0,474,357,0,0,0,0,0,1493,2677,14,12
2021-03-03-16-01-34-233,692,717,1137,119,0,474,357,0,0,0,0,0,1491,2676,10,8
2021-03-03-16-01-34-264,692,717,1137,119,0,474,357,0,0,0,0,0,1493,2677,10,8
2021-03-03-16-01-34-280,692,717,1137,119,0,474,357,0,0,0,0,0,1495,2679,15,16
2021-03-03-16-01-34-311,692,717,1137,119,0,474,357,0,0,0,0,0,1496,2677,15,8
2021-03-03-16-01-34-327,693,717,1136,117,0,472,361,0,0,0,0,0,1497,2679,15,16
2021-03-03-16-01-34-358,693,717,1136,117,0,472,361,0,0,0,0,0,1495,2677,10,10
2021-03-03-16-01-34-389,693,717,1136,117,0,472,361,0,0,0,0,0,1495,2677,10,8
2021-03-03-16-01-34-405,693,717,1136,117,0,472,361,0,0,0,0,0,1496,2677,10,10
2021-03-03-16-01-34-436,693,717,1136,117,0,472,361,0,0,0,0,0,1499,2679,14,12
2021-03-03-16-01-34-467,693,717,1136,117,0,472,361,0,0,0,0,0,1499,2680,15,16
2021-03-03-16-01-34-483,696,715,1140,116,0,473,359,0,0,0,0,0,1499,2678,10,10
2021-03-03-16-01-34-514,696,715,1140,116,0,473,359,0,0,0,0,0,1501,2679,15,12
2021-03-03-16-01-34-545,696,715,1140,116,0,473,359,0,0,0,0,0,1499,2678,11,10
2021-03-03-16-01-34-561,696,715,1140,116,0,473,359,0,0,0,0,0,1499,2679,10,12
2021-03-03-16-01-34-592,696,715,1140,116,0,473,359,0,0,0,0,0,1499,2677,10,4
2021-03-03-16-01-34-608,696,715,1140,116,0,473,359,0,0,0,0,0,1499,2677,9,10
2021-03-03-16-01-34-639,699,711,1137,115,0,474,358,0,0,0,0,0,1500,2677,10,8
2021-03-03-16-01-34-670,699,711,1137,115,0,474,358,0,0,0,0,0,1500,2678,9,10
2021-03-03-16-01-34-686,699,711,1137,115,0,474,358,0,0,0,0,0,1504,2679,11,12
2021-03-03-16-01-34-717,699,711,1137,115,0,474,358,0,0,0,0,0,1504,2676,10,8
2021-03-03-16-01-34-748,699,711,1137,115,0,474,358,0,0,0,0,0,1505,2678,11,12
2021-03-03-16-01-34-764,699,711,1137,115,0,474,358,0,0,0,0,0,1504,2676,10,8
2021-03-03-16-01-34-795,697,709,1139,115,0,473,354,0,0,0,0,0,1508,2678,15,16
2021-03-03-16-01-34-827,697,709,1139,115,0,473,354,0,0,0,0,0,1507,2676,11,10
2021-03-03-16-01-34-842,697,709,1139,115,0,473,354,0,0,0,0,0,1506,2675,9,8
2021-03-03-16-01-34-873,697,709,1139,115,0,473,354,0,0,0,0,0,1509,2681,14,16
2021-03-03-16-01-34-889,697,709,1139,115,0,473,354,0,0,0,0,0,1507,2677,11,10
2021-03-03-16-01-34-920,697,709,1139,115,0,473,354,0,0,0,0,0,1509,2675,10,10
2021-03-03-16-01-34-952,702,711,1139,113,0,473,354,0,0,0,0,0,1512,2679,15,16
2021-03-03-16-01-34-983,702,711,1139,113,0,473,354,0,0,0,0,0,1510,2675,11,10
2021-03-03-16-01-34-998,702,711,1139,113,0,473,354,0,0,0,0,0,1513,2677,13,10
2021-03-03-16-01-35-030,702,711,1139,113,0,473,354,0,0,0,0,0,1511,2677,11,14
2021-03-03-16-01-35-045,702,711,1139,113,0,473,354,0,0,0,0,0,1514,2677,14,12
2021-03-03-16-01-35-077,702,711,1139,113,0,473,354,0,0,0,0,0,1514,2677,15,16
2021-03-03-16-01-35-108,701,710,1141,112,0,474,352,0,0,0,0,0,1513,2677,11,12
2021-03-03-16-01-35-139,701,710,1141,112,0,474,352,0,0,0,0,0,1514,2677,13,12
2021-03-03-16-01-35-155,701,710,1141,112,0,474,352,0,0,0,0,0,1514,2676,11,10
2021-03-03-16-01-35-186,701,710,1141,112,0,474,352,0,0,0,0,0,1514,2675,10,10
2021-03-03-16-01-35-201,701,710,1141,112,0,474,352,0,0,0,0,0,1516,2678,15,16
2021-03-03-16-01-35-233,701,710,1141,112,0,474,352,0,0,0,0,0,1518,2678,14,14
2021-03-03-16-01-35-264,699,712,1139,112,0,474,347,0,0,0,0,0,1515,2674,9,8
2021-03-03-16-01-35-295,699,712,1139,112,0,474,347,0,0,0,0,0,1517,2676,11,12
2021-03-03-16-01-35-311,699,712,1139,112,0,474,347,0,0,0,0,0,1518,2673,11,10
2021-03-03-16-01-35-326,699,712,1139,112,0,474,347,0,0,0,0,0,1519,2674,11,10
2021-03-03-16-01-35-358,699,712,1139,112,0,474,347,0,0,0,0,0,1519,2675,11,10
2021-03-03-16-01-35-389,699,712,1139,112,0,474,347,0,0,0,0,0,1519,2673,9,8
2021-03-03-16-01-35-405,699,712,1139,112,0,474,347,0,0,0,0,0,1522,2676,15,16
2021-03-03-16-01-35-436,699,712,1139,112,0,473,348,0,0,0,0,0,1523,2676,15,16
2021-03-03-16-01-35-467,699,712,1139,112,0,473,348,0,0,0,0,0,1513,2673,0,10
2021-03-03-16-01-35-483,699,712,1139,112,0,473,348,0,0,0,0,0,1522,2673,11,8
2021-03-03-16-01-35-514,699,712,1139,112,0,473,348,0,0,0,0,0,1523,2676,14,14
2021-03-03-16-01-35-545,699,712,1139,112,0,473,348,0,0,0,0,0,1522,2675,11,12
2021-03-03-16-01-35-561,699,712,1139,112,0,473,348,0,0,0,0,0,1523,2673,9,8
2021-03-03-16-01-35-592,699,712,1141,112,0,475,345,0,0,0,0,0,1523,2673,10,10
2021-03-03-16-01-35-623,699,712,1141,112,0,475,345,0,0,0,0,0,1526,2675,15,14
2021-03-03-16-01-35-639,699,712,1141,112,0,475,345,0,0,0,0,0,1525,2673,9,10
2021-03-03-16-01-35-670,699,712,1141,112,0,475,345,0,0,0,0,0,1525,2674,10,8
2021-03-03-16-01-35-701,699,712,1141,112,0,475,345,0,0,0,0,0,1526,2674,10,10
2021-03-03-16-01-35-717,699,712,1141,112,0,475,345,0,0,0,0,0,1528,2677,15,16
2021-03-03-16-01-35-748,698,714,1139,113,0,473,343,0,0,0,0,0,1530,2678,15,16
2021-03-03-16-01-35-780,698,714,1139,113,0,473,343,0,0,0,0,0,1528,2675,11,10
2021-03-03-16-01-35-795,698,714,1139,113,0,473,343,0,0,0,0,0,1530,2676,13,12
2021-03-03-16-01-35-826,698,714,1139,113,0,473,343,0,0,0,0,0,1530,2675,11,10
2021-03-03-16-01-35-842,698,714,1139,113,0,473,343,0,0,0,0,0,1531,2675,11,12
2021-03-03-16-01-35-873,698,714,1139,113,0,473,343,0,0,0,0,0,1531,2677,11,12
2021-03-03-16-01-35-904,696,716,1141,113,0,471,342,0,0,0,0,0,1531,2674,14,8
2021-03-03-16-01-35-936,696,716,1141,113,0,471,342,0,0,0,0,0,1525,2674,0,4
2021-03-03-16-01-35-951,696,716,1141,113,0,471,342,0,0,0,0,0,1531,2674,10,8
2021-03-03-16-01-35-983,696,716,1141,113,0,471,342,0,0,0,0,0,1531,2674,11,8
2021-03-03-16-01-35-998,696,716,1141,113,0,471,342,0,0,0,0,0,1533,2675,9,8
2021-03-03-16-01-36-029,696,716,1141,113,0,471,342,0,0,0,0,0,1533,2676,11,10
2021-03-03-16-01-36-061,696,718,1138,114,0,470,339,0,0,0,0,0,1534,2676,11,10
2021-03-03-16-01-36-092,696,718,1138,114,0,470,339,0,0,0,0,0,1536,2676,11,10
2021-03-03-16-01-36-108,696,718,1138,114,0,470,339,0,0,0,0,0,1536,2675,10,10
2021-03-03-16-01-36-123,696,718,1138,114,0,470,339,0,0,0,0,0,1536,2675,11,10
2021-03-03-16-01-36-154,696,718,1138,114,0,470,339,0,0,0,0,0,1538,2677,15,14
2021-03-03-16-01-36-186,696,718,1138,114,0,470,339,0,0,0,0,0,1539,2678,14,12
2021-03-03-16-01-36-201,696,709,1142,118,0,468,334,0,0,0,0,0,1537,2674,10,8
2021-03-03-16-01-36-233,696,709,1142,118,0,468,334,0,0,0,0,0,1538,2675,10,10
2021-03-03-16-01-36-264,696,709,1142,118,0,468,334,0,0,0,0,0,1541,2678,14,12
2021-03-03-16-01-36-279,696,709,1142,118,0,468,334,0,0,0,0,0,1540,2675,11,10
2021-03-03-16-01-36-311,696,709,1142,118,0,468,334,0,0,0,0,0,1542,2677,13,12
2021-03-03-16-01-36-342,696,709,1142,118,0,468,334,0,0,0,0,0,1541,2679,13,16
2021-03-03-16-01-36-357,684,718,1136,118,0,464,326,0,0,0,0,0,1542,2676,11,10
2021-03-03-16-01-36-389,684,718,1136,118,0,464,326,0,0,0,0,0,1541,2677,11,12
2021-03-03-16-01-36-420,684,718,1136,118,0,464,326,0,0,0,0,0,1541,2677,10,10
2021-03-03-16-01-36-436,684,718,1136,118,0,464,326,0,0,0,0,0,1544,2678,11,12
2021-03-03-16-01-36-467,684,718,1136,118,0,464,326,0,0,0,0,0,1545,2677,11,12
2021-03-03-16-01-36-482,684,718,1136,118,0,464,326,0,0,0,0,0,1544,2677,11,12
2021-03-03-16-01-36-514,684,718,1136,118,0,464,326,0,0,0,0,0,1543,2674,9,8
2021-03-03-16-01-36-545,698,729,1121,115,0,458,320,0,0,0,0,0,1546,2677,11,12
2021-03-03-16-01-36-576,698,729,1121,115,0,458,320,0,0,0,0,0,1546,2678,11,12
2021-03-03-16-01-36-592,698,729,1121,115,0,458,320,0,0,0,0,0,1547,2677,11,10
2021-03-03-16-01-36-623,698,729,1121,115,0,458,320,0,0,0,0,0,1548,2676,13,12
2021-03-03-16-01-36-639,698,729,1121,115,0,458,320,0,0,0,0,0,1550,2677,14,14
2021-03-03-16-01-36-670,698,729,1121,115,0,458,320,0,0,0,0,0,1547,2675,11,8
2021-03-03-16-01-36-701,683,760,1115,112,0,456,309,0,0,0,0,0,1547,2674,8,8
2021-03-03-16-01-36-732,683,760,1115,112,0,456,309,0,0,0,0,0,1548,2675,10,8
2021-03-03-16-01-36-748,683,760,1115,112,0,456,309,0,0,0,0,0,1549,2675,9,8
2021-03-03-16-01-36-779,683,760,1115,112,0,456,309,0,0,0,0,0,1551,2675,10,10
2021-03-03-16-01-36-795,683,760,1115,112,0,456,309,0,0,0,0,0,1550,2675,9,10
2021-03-03-16-01-36-826,683,760,1115,112,0,456,309,0,0,0,0,0,1552,2677,13,12
2021-03-03-16-01-36-857,681,758,1109,118,0,453,307,0,0,0,0,0,1551,2676,10,10
2021-03-03-16-01-36-889,681,758,1109,118,0,453,307,0,0,0,0,0,1553,2677,11,10
2021-03-03-16-01-36-904,681,758,1109,118,0,453,307,0,0,0,0,0,1555,2676,14,16
2021-03-03-16-01-36-920,681,758,1109,118,0,453,307,0,0,0,0,0,1555,2675,13,12
2021-03-03-16-01-36-951,681,758,1109,118,0,453,307,0,0,0,0,0,1555,2675,11,12
2021-03-03-16-01-36-982,681,758,1109,118,0,453,307,0,0,0,0,0,1557,2675,15,12
2021-03-03-16-01-36-998,673,764,1110,121,0,450,303,0,0,0,0,0,1554,2674,8,8
2021-03-03-16-01-37-029,673,764,1110,121,0,450,303,0,0,0,0,0,1558,2674,14,12
2021-03-03-16-01-37-060,673,764,1110,121,0,450,303,0,0,0,0,0,1556,2671,9,10
2021-03-03-16-01-37-076,673,764,1110,121,0,450,303,0,0,0,0,0,1559,2675,15,16
2021-03-03-16-01-37-107,673,764,1110,121,0,450,303,0,0,0,0,0,1559,2675,14,12
2021-03-03-16-01-37-139,673,764,1110,121,0,450,303,0,0,0,0,0,1561,2673,11,12
2021-03-03-16-01-37-154,675,763,1101,129,0,450,302,0,0,0,0,0,1559,2671,9,8
2021-03-03-16-01-37-185,675,763,1101,129,0,450,302,0,0,0,0,0,1560,2671,11,10
2021-03-03-16-01-37-217,675,763,1101,129,0,450,302,0,0,0,0,0,1561,2671,11,10
2021-03-03-16-01-37-232,675,763,1101,129,0,450,302,0,0,0,0,0,1563,2673,14,16
2021-03-03-16-01-37-264,675,763,1101,129,0,450,302,0,0,0,0,0,1563,2672,11,12
2021-03-03-16-01-37-295,675,763,1101,129,0,450,302,0,0,0,0,0,1563,2671,11,12
2021-03-03-16-01-37-310,676,747,1106,132,0,451,307,0,0,0,0,0,1563,2674,11,12
2021-03-03-16-01-37-342,676,747,1106,132,0,451,307,0,0,0,0,0,1564,2671,11,12
2021-03-03-16-01-37-357,676,747,1106,132,0,451,307,0,0,0,0,0,1565,2669,11,12
2021-03-03-16-01-37-388,676,747,1106,132,0,451,307,0,0,0,0,0,1563,2670,11,10
2021-03-03-16-01-37-420,676,747,1106,132,0,451,307,0,0,0,0,0,1565,2671,10,16
2021-03-03-16-01-37-435,676,747,1106,132,0,451,307,0,0,0,0,0,1565,2669,10,10
2021-03-03-16-01-37-467,671,742,1113,138,0,450,299,0,0,0,0,0,1569,2671,16,16
2021-03-03-16-01-37-498,671,742,1113,138,0,450,299,0,0,0,0,0,1566,2667,9,8
2021-03-03-16-01-37-513,671,742,1113,138,0,450,299,0,0,0,0,0,1569,2669,13,12
2021-03-03-16-01-37-545,671,742,1113,138,0,450,299,0,0,0,0,0,1568,2666,10,8
2021-03-03-16-01-37-576,671,742,1113,138,0,450,299,0,0,0,0,0,1568,2666,9,8
2021-03-03-16-01-37-592,671,742,1113,138,0,450,299,0,0,0,0,0,1571,2671,14,16
2021-03-03-16-01-37-623,671,742,1113,138,0,450,299,0,0,0,0,0,1571,2669,11,12
2021-03-03-16-01-37-654,671,747,1109,142,0,447,293,0,0,0,0,0,1570,2667,11,10
2021-03-03-16-01-37-685,671,747,1109,142,0,447,293,0,0,0,0,0,1570,2667,9,10
2021-03-03-16-01-37-701,671,747,1109,142,0,447,293,0,0,0,0,0,1574,2671,14,16
2021-03-03-16-01-37-732,671,747,1109,142,0,447,293,0,0,0,0,0,1574,2669,15,16
2021-03-03-16-01-37-748,671,747,1109,142,0,447,293,0,0,0,0,0,1574,2669,13,16
2021-03-03-16-01-37-779,671,747,1109,142,0,447,293,0,0,0,0,0,1574,2668,11,12
2021-03-03-16-01-37-810,657,767,1095,148,0,447,287,0,0,0,0,0,1577,2669,66,66
2021-03-03-16-01-37-842,657,767,1095,148,0,447,287,0,0,0,0,0,1572,2665,19,18
2021-03-03-16-01-37-857,657,767,1095,148,0,447,287,0,0,0,0,0,1572,2667,11,14
2021-03-03-16-01-37-888,657,767,1095,148,0,447,287,0,0,0,0,0,1571,2665,10,10
2021-03-03-16-01-37-904,657,767,1095,148,0,447,287,0,0,0,0,0,1572,2665,10,8
2021-03-03-16-01-37-935,657,767,1095,148,0,447,287,0,0,0,0,0,1573,2666,11,12
2021-03-03-16-01-37-966,655,763,1093,151,0,445,284,0,0,0,0,0,1575,2664,11,10
2021-03-03-16-01-37-998,655,763,1093,151,0,445,284,0,0,0,0,0,1574,2666,10,10
2021-03-03-16-01-38-013,655,763,1093,151,0,445,284,0,0,0,0,0,1578,2666,10,12
2021-03-03-16-01-38-045,655,763,1093,151,0,445,284,0,0,0,0,0,1576,2665,19,18
2021-03-03-16-01-38-060,655,763,1093,151,0,445,284,0,0,0,0,0,1576,2663,35,40
2021-03-03-16-01-38-091,655,763,1093,151,0,445,284,0,0,0,0,0,1575,2662,38,40
