mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-10 10:45:31.016,2021-03-10-10-45-31-016,1019,576,1255,187,0,2893,0,1147,0,0,0,0,1684,1686,14,12
2021-03-10 10:45:31.047,2021-03-10-10-45-31-047,1019,576,1255,187,0,2893,0,1147,0,0,0,0,1685,1685,13,14
2021-03-10 10:45:31.078,2021-03-10-10-45-31-078,1021,376,1256,122,0,2894,0,15,0,0,0,0,1684,1686,13,16
2021-03-10 10:45:31.110,2021-03-10-10-45-31-110,1021,376,1256,122,0,2894,0,15,0,0,0,0,1683,1683,11,10
2021-03-10 10:45:31.125,2021-03-10-10-45-31-125,1021,376,1256,122,0,2894,0,15,0,0,0,0,1683,1685,11,12
2021-03-10 10:45:31.157,2021-03-10-10-45-31-157,1021,376,1256,122,0,2894,0,15,0,0,0,0,1683,1684,11,10
2021-03-10 10:45:31.172,2021-03-10-10-45-31-172,1021,376,1256,122,0,2894,0,15,0,0,0,0,1683,1684,11,12
2021-03-10 10:45:31.203,2021-03-10-10-45-31-203,1021,376,1256,122,0,2894,0,15,0,0,0,0,1683,1683,11,10
2021-03-10 10:45:31.235,2021-03-10-10-45-31-235,267,376,465,121,0,224,0,15,0,0,0,0,1683,1684,11,10
2021-03-10 10:45:31.250,2021-03-10-10-45-31-250,267,376,465,121,0,224,0,15,0,0,0,0,1683,1685,13,16
2021-03-10 10:45:31.282,2021-03-10-10-45-31-282,267,376,465,121,0,224,0,15,0,0,0,0,1684,1684,14,14
2021-03-10 10:45:31.313,2021-03-10-10-45-31-313,267,376,465,121,0,224,0,15,0,0,0,0,1684,1684,14,12
2021-03-10 10:45:31.344,2021-03-10-10-45-31-344,267,376,465,121,0,224,0,15,0,0,0,0,1682,1685,11,12
2021-03-10 10:45:31.360,2021-03-10-10-45-31-360,267,376,465,121,0,224,0,15,0,0,0,0,1683,1686,13,14
2021-03-10 10:45:31.391,2021-03-10-10-45-31-391,268,376,465,121,0,223,0,14,0,0,0,0,1683,1683,11,10
2021-03-10 10:45:31.422,2021-03-10-10-45-31-422,268,376,465,121,0,223,0,14,0,0,0,0,1682,1685,11,10
