mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-24 13:17:31.943,2021-03-24-13-17-31-943,806,670,1134,160,0,1578,0,681,0,0,0,0,1602,2922,11,10
2021-03-24 13:17:31.975,2021-03-24-13-17-31-975,811,680,1141,171,0,1579,0,0,0,0,0,0,1603,2924,13,12
2021-03-24 13:17:32.006,2021-03-24-13-17-32-006,811,680,1141,171,0,1579,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:32.022,2021-03-24-13-17-32-022,811,680,1141,171,0,1579,0,0,0,0,0,0,1601,2923,10,10
2021-03-24 13:17:32.053,2021-03-24-13-17-32-053,811,680,1141,171,0,1579,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:32.068,2021-03-24-13-17-32-068,811,680,1141,171,0,1579,0,0,0,0,0,0,1603,2923,13,12
2021-03-24 13:17:32.100,2021-03-24-13-17-32-100,811,680,1141,171,0,1579,0,0,0,0,0,0,1603,2924,11,10
2021-03-24 13:17:32.115,2021-03-24-13-17-32-115,249,428,420,172,0,272,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:32.147,2021-03-24-13-17-32-147,249,428,420,172,0,272,0,0,0,0,0,0,1603,2925,11,12
2021-03-24 13:17:32.178,2021-03-24-13-17-32-178,249,428,420,172,0,272,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:32.193,2021-03-24-13-17-32-193,249,428,420,172,0,272,0,0,0,0,0,0,1603,2925,11,14
2021-03-24 13:17:32.225,2021-03-24-13-17-32-225,249,428,420,172,0,272,0,0,0,0,0,0,1603,2922,11,10
2021-03-24 13:17:32.240,2021-03-24-13-17-32-240,249,428,420,172,0,272,0,0,0,0,0,0,1605,2923,14,12
2021-03-24 13:17:32.271,2021-03-24-13-17-32-271,249,428,420,172,0,272,0,0,0,0,0,0,1603,2924,13,14
2021-03-24 13:17:32.287,2021-03-24-13-17-32-287,249,428,420,171,0,270,0,0,0,0,0,0,1604,2925,13,16
2021-03-24 13:17:32.318,2021-03-24-13-17-32-318,249,428,420,171,0,270,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:32.350,2021-03-24-13-17-32-350,249,428,420,171,0,270,0,0,0,0,0,0,1603,2924,13,12
2021-03-24 13:17:32.365,2021-03-24-13-17-32-365,249,428,420,171,0,270,0,0,0,0,0,0,1604,2923,13,10
2021-03-24 13:17:32.396,2021-03-24-13-17-32-396,249,428,420,171,0,270,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:32.412,2021-03-24-13-17-32-412,249,428,420,171,0,270,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:32.443,2021-03-24-13-17-32-443,249,428,421,171,0,272,0,0,0,0,0,0,1603,2925,13,14
2021-03-24 13:17:32.475,2021-03-24-13-17-32-475,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:32.490,2021-03-24-13-17-32-490,249,428,421,171,0,272,0,0,0,0,0,0,1603,2921,11,8
2021-03-24 13:17:32.521,2021-03-24-13-17-32-521,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,10,12
2021-03-24 13:17:32.537,2021-03-24-13-17-32-537,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:32.568,2021-03-24-13-17-32-568,249,428,421,171,0,272,0,0,0,0,0,0,1603,2925,13,14
2021-03-24 13:17:32.600,2021-03-24-13-17-32-600,249,428,421,171,0,272,0,0,0,0,0,0,1601,2923,11,10
2021-03-24 13:17:32.615,2021-03-24-13-17-32-615,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:32.646,2021-03-24-13-17-32-646,249,428,421,171,0,272,0,0,0,0,0,0,1602,2924,11,12
2021-03-24 13:17:32.662,2021-03-24-13-17-32-662,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,10,10
2021-03-24 13:17:32.693,2021-03-24-13-17-32-693,249,428,421,171,0,272,0,0,0,0,0,0,1603,2924,13,12
2021-03-24 13:17:32.709,2021-03-24-13-17-32-709,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:32.740,2021-03-24-13-17-32-740,249,428,421,171,0,271,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:32.771,2021-03-24-13-17-32-771,249,428,421,171,0,271,0,0,0,0,0,0,1602,2923,10,10
2021-03-24 13:17:32.787,2021-03-24-13-17-32-787,249,428,421,171,0,271,0,0,0,0,0,0,1604,2925,14,12
2021-03-24 13:17:32.818,2021-03-24-13-17-32-818,249,428,421,171,0,271,0,0,0,0,0,0,1602,2925,11,12
2021-03-24 13:17:32.834,2021-03-24-13-17-32-834,249,428,421,171,0,271,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:32.865,2021-03-24-13-17-32-865,249,428,421,171,0,271,0,0,0,0,0,0,1602,2925,11,10
2021-03-24 13:17:32.896,2021-03-24-13-17-32-896,249,428,421,171,0,272,0,0,0,0,0,0,1601,2923,10,10
2021-03-24 13:17:32.912,2021-03-24-13-17-32-912,249,428,421,171,0,272,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:32.943,2021-03-24-13-17-32-943,249,428,421,171,0,272,0,0,0,0,0,0,1603,2922,11,10
2021-03-24 13:17:32.974,2021-03-24-13-17-32-974,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:32.990,2021-03-24-13-17-32-990,249,428,421,171,0,272,0,0,0,0,0,0,1602,2921,11,10
2021-03-24 13:17:33.021,2021-03-24-13-17-33-021,249,428,421,171,0,272,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:33.037,2021-03-24-13-17-33-037,250,428,420,172,0,271,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.068,2021-03-24-13-17-33-068,250,428,420,172,0,271,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:33.084,2021-03-24-13-17-33-084,250,428,420,172,0,271,0,0,0,0,0,0,1603,2925,11,14
2021-03-24 13:17:33.115,2021-03-24-13-17-33-115,250,428,420,172,0,271,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:33.146,2021-03-24-13-17-33-146,250,428,420,172,0,271,0,0,0,0,0,0,1604,2923,11,12
2021-03-24 13:17:33.162,2021-03-24-13-17-33-162,250,428,420,172,0,271,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:33.193,2021-03-24-13-17-33-193,249,428,421,171,0,272,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:33.209,2021-03-24-13-17-33-209,249,428,421,171,0,272,0,0,0,0,0,0,1603,2921,11,10
2021-03-24 13:17:33.240,2021-03-24-13-17-33-240,249,428,421,171,0,272,0,0,0,0,0,0,1601,2924,10,10
2021-03-24 13:17:33.271,2021-03-24-13-17-33-271,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.287,2021-03-24-13-17-33-287,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:33.318,2021-03-24-13-17-33-318,249,428,421,171,0,272,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:33.334,2021-03-24-13-17-33-334,249,428,421,171,0,272,0,0,0,0,0,0,1603,2922,11,10
2021-03-24 13:17:33.365,2021-03-24-13-17-33-365,250,428,421,171,0,272,0,0,0,0,0,0,1602,2922,10,10
2021-03-24 13:17:33.396,2021-03-24-13-17-33-396,250,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.412,2021-03-24-13-17-33-412,250,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:33.443,2021-03-24-13-17-33-443,250,428,421,171,0,272,0,0,0,0,0,0,1603,2924,11,10
2021-03-24 13:17:33.459,2021-03-24-13-17-33-459,250,428,421,171,0,272,0,0,0,0,0,0,1604,2924,13,12
2021-03-24 13:17:33.490,2021-03-24-13-17-33-490,250,428,421,171,0,272,0,0,0,0,0,0,1602,2923,10,12
2021-03-24 13:17:33.521,2021-03-24-13-17-33-521,250,428,420,171,0,273,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:33.552,2021-03-24-13-17-33-552,250,428,420,171,0,273,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:33.568,2021-03-24-13-17-33-568,250,428,420,171,0,273,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:33.584,2021-03-24-13-17-33-584,250,428,420,171,0,273,0,0,0,0,0,0,1604,2925,13,12
2021-03-24 13:17:33.615,2021-03-24-13-17-33-615,250,428,420,171,0,273,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:33.631,2021-03-24-13-17-33-631,250,428,420,171,0,273,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:33.662,2021-03-24-13-17-33-662,249,428,421,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.693,2021-03-24-13-17-33-693,249,428,421,171,0,272,0,0,0,0,0,0,1604,2925,13,16
2021-03-24 13:17:33.709,2021-03-24-13-17-33-709,249,428,421,171,0,272,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:33.740,2021-03-24-13-17-33-740,249,428,421,171,0,272,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:33.771,2021-03-24-13-17-33-771,249,428,421,171,0,272,0,0,0,0,0,0,1602,2924,11,12
2021-03-24 13:17:33.787,2021-03-24-13-17-33-787,249,428,421,171,0,272,0,0,0,0,0,0,1602,2925,11,10
2021-03-24 13:17:33.818,2021-03-24-13-17-33-818,249,428,42,171,0,272,0,0,0,0,0,0,1604,2925,13,14
2021-03-24 13:17:33.849,2021-03-24-13-17-33-849,249,428,42,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.865,2021-03-24-13-17-33-865,249,428,42,171,0,272,0,0,0,0,0,0,1601,2923,10,10
2021-03-24 13:17:33.896,2021-03-24-13-17-33-896,249,428,42,171,0,272,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:33.912,2021-03-24-13-17-33-912,249,428,42,171,0,272,0,0,0,0,0,0,1603,2924,13,14
2021-03-24 13:17:33.943,2021-03-24-13-17-33-943,249,428,42,171,0,272,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:33.959,2021-03-24-13-17-33-959,249,428,4,171,0,271,0,0,0,0,0,0,1602,2924,11,12
2021-03-24 13:17:33.990,2021-03-24-13-17-33-990,249,428,4,171,0,271,0,0,0,0,0,0,1604,2925,13,16
2021-03-24 13:17:34.021,2021-03-24-13-17-34-021,249,428,4,171,0,271,0,0,0,0,0,0,1603,2924,11,14
2021-03-24 13:17:34.037,2021-03-24-13-17-34-037,249,428,4,171,0,271,0,0,0,0,0,0,1603,2922,11,10
2021-03-24 13:17:34.068,2021-03-24-13-17-34-068,249,428,4,171,0,271,0,0,0,0,0,0,1604,2924,11,12
2021-03-24 13:17:34.084,2021-03-24-13-17-34-084,249,428,4,171,0,271,0,0,0,0,0,0,1603,2924,11,14
2021-03-24 13:17:34.115,2021-03-24-13-17-34-115,249,428,421,171,0,273,0,0,0,0,0,0,1605,2923,14,12
2021-03-24 13:17:34.146,2021-03-24-13-17-34-146,249,428,421,171,0,273,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:34.162,2021-03-24-13-17-34-162,249,428,421,171,0,273,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:34.193,2021-03-24-13-17-34-193,249,428,421,171,0,273,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:34.209,2021-03-24-13-17-34-209,249,428,421,171,0,273,0,0,0,0,0,0,1602,2923,10,12
2021-03-24 13:17:34.240,2021-03-24-13-17-34-240,249,428,421,171,0,273,0,0,0,0,0,0,1603,2923,11,10
2021-03-24 13:17:34.271,2021-03-24-13-17-34-271,255,428,421,171,0,271,0,0,0,0,0,0,1602,2922,11,10
2021-03-24 13:17:34.302,2021-03-24-13-17-34-302,255,428,421,171,0,271,0,0,0,0,0,0,1603,2924,11,12
2021-03-24 13:17:34.318,2021-03-24-13-17-34-318,255,428,421,171,0,271,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:34.334,2021-03-24-13-17-34-334,255,428,421,171,0,271,0,0,0,0,0,0,1602,2923,11,12
2021-03-24 13:17:34.365,2021-03-24-13-17-34-365,255,428,421,171,0,271,0,0,0,0,0,0,1602,2923,11,10
2021-03-24 13:17:34.380,2021-03-24-13-17-34-380,255,428,421,171,0,271,0,0,0,0,0,0,1603,2923,11,12
2021-03-24 13:17:34.412,2021-03-24-13-17-34-412,255,428,421,171,0,271,0,0,0,0,0,0,1602,2923,11,10
