mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-24 12:46:54.582,2021-03-24-12-46-54-582,918,678,1217,190,0,1467,0,272,0,0,0,0,1605,2919,11,12
2021-03-24 12:46:54.613,2021-03-24-12-46-54-613,918,678,1217,190,0,1467,0,272,0,0,0,0,1605,2921,13,12
2021-03-24 12:46:54.645,2021-03-24-12-46-54-645,920,676,1216,175,0,1467,0,0,0,0,0,0,1604,2919,11,10
2021-03-24 12:46:54.676,2021-03-24-12-46-54-676,920,676,1216,175,0,1467,0,0,0,0,0,0,1605,2921,11,12
2021-03-24 12:46:54.691,2021-03-24-12-46-54-691,920,676,1216,175,0,1467,0,0,0,0,0,0,1605,2917,11,10
2021-03-24 12:46:54.723,2021-03-24-12-46-54-723,920,676,1216,175,0,1467,0,0,0,0,0,0,1604,2919,10,10
2021-03-24 12:46:54.754,2021-03-24-12-46-54-754,920,676,1216,175,0,1467,0,0,0,0,0,0,1603,2918,10,10
2021-03-24 12:46:54.770,2021-03-24-12-46-54-770,920,676,1216,175,0,1467,0,0,0,0,0,0,1603,2919,10,10
2021-03-24 12:46:54.801,2021-03-24-12-46-54-801,243,429,417,175,0,319,0,0,0,0,0,0,1606,2921,14,16
2021-03-24 12:46:54.832,2021-03-24-12-46-54-832,243,429,417,175,0,319,0,0,0,0,0,0,1605,2921,11,12
2021-03-24 12:46:54.848,2021-03-24-12-46-54-848,243,429,417,175,0,319,0,0,0,0,0,0,1604,2919,10,10
2021-03-24 12:46:54.879,2021-03-24-12-46-54-879,243,429,417,175,0,319,0,0,0,0,0,0,1604,2919,10,10
2021-03-24 12:46:54.910,2021-03-24-12-46-54-910,243,429,417,175,0,319,0,0,0,0,0,0,1604,2918,11,8
2021-03-24 12:46:54.926,2021-03-24-12-46-54-926,243,429,417,175,0,319,0,0,0,0,0,0,1604,2919,10,10
2021-03-24 12:46:54.957,2021-03-24-12-46-54-957,244,429,416,17,0,318,0,0,0,0,0,0,1604,2919,10,10
2021-03-24 12:46:54.988,2021-03-24-12-46-54-988,244,429,416,17,0,318,0,0,0,0,0,0,1605,2919,11,10
2021-03-24 12:46:55.004,2021-03-24-12-46-55-004,244,429,416,17,0,318,0,0,0,0,0,0,1603,2919,9,10
2021-03-24 12:46:55.035,2021-03-24-12-46-55-035,244,429,416,17,0,318,0,0,0,0,0,0,1603,2919,10,10
