mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-18 16:59:21.868,2021-03-18-16-59-21-868,0,0,0,0,0,0,0,0,0,0,0,0,1534,2286,11,10
2021-03-18 16:59:21.899,2021-03-18-16-59-21-899,0,0,0,0,0,0,0,0,0,0,0,0,1536,2287,14,12
2021-03-18 16:59:21.915,2021-03-18-16-59-21-915,0,0,0,0,0,0,0,0,0,0,0,0,1535,2286,11,12
2021-03-18 16:59:21.946,2021-03-18-16-59-21-946,0,0,0,0,0,0,0,0,0,0,0,0,1535,2284,11,10
2021-03-18 16:59:21.977,2021-03-18-16-59-21-977,0,0,0,0,0,0,0,0,0,0,0,0,1534,2284,11,10
2021-03-18 16:59:22.009,2021-03-18-16-59-22-009,0,0,0,0,0,0,0,0,0,0,0,0,1535,2284,11,10
2021-03-18 16:59:22.040,2021-03-18-16-59-22-040,263,406,442,0,0,320,0,0,0,0,0,0,1533,2285,9,12
2021-03-18 16:59:22.071,2021-03-18-16-59-22-071,263,406,442,0,0,320,0,0,0,0,0,0,1534,2285,10,10
2021-03-18 16:59:22.087,2021-03-18-16-59-22-087,263,406,442,0,0,320,0,0,0,0,0,0,1535,2287,11,12
2021-03-18 16:59:22.102,2021-03-18-16-59-22-102,263,406,442,0,0,320,0,0,0,0,0,0,1534,2288,11,12
2021-03-18 16:59:22.134,2021-03-18-16-59-22-134,263,406,442,0,0,320,0,0,0,0,0,0,1534,2286,10,10
2021-03-18 16:59:22.165,2021-03-18-16-59-22-165,263,406,442,0,0,320,0,0,0,0,0,0,1534,2285,10,12
2021-03-18 16:59:22.196,2021-03-18-16-59-22-196,263,406,442,0,0,319,0,0,0,0,0,0,1534,2285,11,12
2021-03-18 16:59:22.227,2021-03-18-16-59-22-227,263,406,442,0,0,319,0,0,0,0,0,0,1533,2286,10,10
2021-03-18 16:59:22.258,2021-03-18-16-59-22-258,263,406,442,0,0,319,0,0,0,0,0,0,1534,2286,10,10
2021-03-18 16:59:22.290,2021-03-18-16-59-22-290,263,406,442,0,0,319,0,0,0,0,0,0,1535,2286,11,12
2021-03-18 16:59:22.321,2021-03-18-16-59-22-321,263,406,442,0,0,319,0,0,0,0,0,0,1534,2284,11,10
2021-03-18 16:59:22.352,2021-03-18-16-59-22-352,263,406,442,0,0,319,0,0,0,0,0,0,1534,2285,10,10
2021-03-18 16:59:22.384,2021-03-18-16-59-22-384,263,406,442,0,0,320,0,0,0,0,0,0,1534,2285,10,10
2021-03-18 16:59:22.415,2021-03-18-16-59-22-415,263,406,442,0,0,320,0,0,0,0,0,0,1536,2287,11,12
2021-03-18 16:59:22.446,2021-03-18-16-59-22-446,263,406,442,0,0,320,0,0,0,0,0,0,1534,2284,11,10
2021-03-18 16:59:22.462,2021-03-18-16-59-22-462,263,406,442,0,0,320,0,0,0,0,0,0,1535,2283,11,8
2021-03-18 16:59:22.477,2021-03-18-16-59-22-477,263,406,442,0,0,320,0,0,0,0,0,0,1535,2283,11,10
2021-03-18 16:59:22.493,2021-03-18-16-59-22-493,263,406,442,0,0,320,0,0,0,0,0,0,1534,2284,10,10
2021-03-18 16:59:22.509,2021-03-18-16-59-22-509,263,406,442,151,0,319,0,0,0,0,0,0,1534,2285,11,10
