mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-31 10:06:08.667,2021-03-31-10-06-08-667,0,0,0,0,0,0,0,0,0,0,0,0,1554,2918,11,10
2021-03-31 10:06:08.698,2021-03-31-10-06-08-698,0,0,0,0,0,0,0,0,0,0,0,0,1553,2918,11,10
2021-03-31 10:06:08.713,2021-03-31-10-06-08-713,0,0,0,0,0,0,0,0,0,0,0,0,1553,2919,11,10
2021-03-31 10:06:08.745,2021-03-31-10-06-08-745,0,0,0,0,0,0,0,0,0,0,0,0,1553,2919,11,10
2021-03-31 10:06:08.776,2021-03-31-10-06-08-776,0,0,0,0,0,0,0,0,0,0,0,0,1553,2919,11,10
2021-03-31 10:06:08.791,2021-03-31-10-06-08-791,0,0,0,0,0,0,0,0,0,0,0,0,1552,2917,11,10
2021-03-31 10:06:08.823,2021-03-31-10-06-08-823,226,435,434,0,0,119,0,0,0,0,0,0,1552,2919,11,10
2021-03-31 10:06:08.855,2021-03-31-10-06-08-855,226,435,434,0,0,119,0,0,0,0,0,0,1554,2919,11,10
2021-03-31 10:06:08.870,2021-03-31-10-06-08-870,226,435,434,0,0,119,0,0,0,0,0,0,1552,2919,10,12
2021-03-31 10:06:08.901,2021-03-31-10-06-08-901,226,435,434,0,0,119,0,0,0,0,0,0,1553,2919,11,12
2021-03-31 10:06:08.932,2021-03-31-10-06-08-932,226,435,434,0,0,119,0,0,0,0,0,0,1552,2919,10,10
2021-03-31 10:06:08.948,2021-03-31-10-06-08-948,226,435,434,0,0,119,0,0,0,0,0,0,1553,2921,13,14
2021-03-31 10:06:08.979,2021-03-31-10-06-08-979,226,435,434,0,0,120,0,0,0,0,0,0,1552,2919,11,12
2021-03-31 10:06:09.010,2021-03-31-10-06-09-010,226,435,434,0,0,120,0,0,0,0,0,0,1552,2919,10,12
2021-03-31 10:06:09.042,2021-03-31-10-06-09-042,226,435,434,0,0,120,0,0,0,0,0,0,1552,2919,11,10
2021-03-31 10:06:09.073,2021-03-31-10-06-09-073,226,435,434,0,0,120,0,0,0,0,0,0,1553,2919,11,10
2021-03-31 10:06:09.089,2021-03-31-10-06-09-089,226,435,434,0,0,120,0,0,0,0,0,0,1550,2927,14,28
2021-03-31 10:06:09.104,2021-03-31-10-06-09-104,226,435,434,0,0,120,0,0,0,0,0,0,1553,2918,11,10
2021-03-31 10:06:09.135,2021-03-31-10-06-09-135,226,435,434,0,0,120,0,0,0,0,0,0,1549,2942,10,68
2021-03-31 10:06:09.167,2021-03-31-10-06-09-167,226,435,434,0,0,120,0,0,0,0,0,0,1553,2919,11,12
2021-03-31 10:06:09.198,2021-03-31-10-06-09-198,226,435,434,0,0,120,0,0,0,0,0,0,1554,2921,14,12
2021-03-31 10:06:09.213,2021-03-31-10-06-09-213,226,435,434,0,0,120,0,0,0,0,0,0,1552,2921,11,12
2021-03-31 10:06:09.245,2021-03-31-10-06-09-245,226,435,434,0,0,120,0,0,0,0,0,0,1552,2919,11,10
2021-03-31 10:06:09.276,2021-03-31-10-06-09-276,226,435,434,0,0,120,0,0,0,0,0,0,1553,2919,11,12
2021-03-31 10:06:09.308,2021-03-31-10-06-09-308,226,435,434,164,0,119,0,0,0,0,0,0,1552,2919,10,12
2021-03-31 10:06:09.339,2021-03-31-10-06-09-339,226,435,434,164,0,119,0,0,0,0,0,0,1552,2920,10,10
2021-03-31 10:06:09.354,2021-03-31-10-06-09-354,226,435,434,164,0,119,0,0,0,0,0,0,1552,2921,10,12
