mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-11 13:44:56.168,2021-03-11-13-44-56-168,759,617,1040,166,0,2049,621,593,0,0,0,0,1715,1735,13,12
2021-03-11 13:44:56.199,2021-03-11-13-44-56-199,759,617,1040,166,0,2049,621,593,0,0,0,0,1713,1735,11,12
2021-03-11 13:44:56.230,2021-03-11-13-44-56-230,759,617,1040,166,0,2049,621,593,0,0,0,0,1713,1735,11,10
2021-03-11 13:44:56.246,2021-03-11-13-44-56-246,759,617,1040,166,0,2049,621,593,0,0,0,0,1714,1735,11,12
2021-03-11 13:44:56.277,2021-03-11-13-44-56-277,760,408,438,156,0,215,0,9,0,0,0,0,1713,1734,11,12
2021-03-11 13:44:56.308,2021-03-11-13-44-56-308,760,408,438,156,0,215,0,9,0,0,0,0,1713,1734,11,10
2021-03-11 13:44:56.324,2021-03-11-13-44-56-324,760,408,438,156,0,215,0,9,0,0,0,0,1713,1736,11,10
2021-03-11 13:44:56.355,2021-03-11-13-44-56-355,760,408,438,156,0,215,0,9,0,0,0,0,1715,1737,11,14
2021-03-11 13:44:56.371,2021-03-11-13-44-56-371,760,408,438,156,0,215,0,9,0,0,0,0,1716,1734,17,10
2021-03-11 13:44:56.402,2021-03-11-13-44-56-402,760,408,438,156,0,215,0,9,0,0,0,0,1714,1732,11,10
2021-03-11 13:44:56.433,2021-03-11-13-44-56-433,277,408,438,156,0,216,0,9,0,0,0,0,1714,1736,11,12
2021-03-11 13:44:56.465,2021-03-11-13-44-56-465,277,408,438,156,0,216,0,9,0,0,0,0,1713,1736,11,12
2021-03-11 13:44:56.480,2021-03-11-13-44-56-480,277,408,438,156,0,216,0,9,0,0,0,0,1713,1734,11,10
2021-03-11 13:44:56.512,2021-03-11-13-44-56-512,277,408,438,156,0,216,0,9,0,0,0,0,1714,1736,11,12
2021-03-11 13:44:56.527,2021-03-11-13-44-56-527,277,408,438,156,0,216,0,9,0,0,0,0,1714,1734,11,10
2021-03-11 13:44:56.558,2021-03-11-13-44-56-558,277,408,438,156,0,216,0,9,0,0,0,0,1714,1736,13,12
2021-03-11 13:44:56.590,2021-03-11-13-44-56-590,277,408,438,156,0,217,0,9,0,0,0,0,1713,1736,11,10
2021-03-11 13:44:56.605,2021-03-11-13-44-56-605,277,408,438,156,0,217,0,9,0,0,0,0,1712,1736,11,10
2021-03-11 13:44:56.637,2021-03-11-13-44-56-637,277,408,438,156,0,217,0,9,0,0,0,0,1713,1733,11,10
2021-03-11 13:44:56.652,2021-03-11-13-44-56-652,277,408,438,156,0,217,0,9,0,0,0,0,1712,1736,11,12
2021-03-11 13:44:56.683,2021-03-11-13-44-56-683,277,408,438,156,0,217,0,9,0,0,0,0,1713,1734,11,10
2021-03-11 13:44:56.715,2021-03-11-13-44-56-715,277,408,438,156,0,217,0,9,0,0,0,0,1715,1735,14,12
2021-03-11 13:44:56.746,2021-03-11-13-44-56-746,277,408,438,156,0,216,0,8,0,0,0,0,1712,1734,11,10
2021-03-11 13:44:56.761,2021-03-11-13-44-56-761,277,408,438,156,0,216,0,8,0,0,0,0,1714,1737,11,14
2021-03-11 13:44:56.793,2021-03-11-13-44-56-793,277,408,438,156,0,216,0,8,0,0,0,0,1712,1737,10,12
2021-03-11 13:44:56.808,2021-03-11-13-44-56-808,277,408,438,156,0,216,0,8,0,0,0,0,1712,1736,11,10
2021-03-11 13:44:56.840,2021-03-11-13-44-56-840,277,408,438,156,0,216,0,8,0,0,0,0,1714,1736,11,12
2021-03-11 13:44:56.871,2021-03-11-13-44-56-871,277,408,438,156,0,216,0,8,0,0,0,0,1712,1736,11,12
2021-03-11 13:44:56.886,2021-03-11-13-44-56-886,277,408,439,156,0,216,0,9,0,0,0,0,1712,1734,11,10
2021-03-11 13:44:56.918,2021-03-11-13-44-56-918,277,408,439,156,0,216,0,9,0,0,0,0,1713,1736,11,12
2021-03-11 13:44:56.949,2021-03-11-13-44-56-949,277,408,439,156,0,216,0,9,0,0,0,0,1714,1736,11,14
2021-03-11 13:44:56.965,2021-03-11-13-44-56-965,277,408,439,156,0,216,0,9,0,0,0,0,1713,1735,11,10
2021-03-11 13:44:56.996,2021-03-11-13-44-56-996,277,408,439,156,0,216,0,9,0,0,0,0,1713,1734,11,10
