Seat L1,Seat L2,Seat L3,Seat L4,sum
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,435.0,422.0,169.0,1255.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
230.0,434.0,422.0,169.0,1255.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
229.0,434.0,422.0,169.0,1254.0
