Seat L1,Seat L2,Seat L3,Seat L4,sum
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,485.0,100.0,1226.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,485.5,100.0,1226.5
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
318.0,323.0,486.0,100.0,1227.0
