Seat L1,Seat L2,Seat L3,Seat L4,sum
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
245.0,427.0,415.0,165.0,1252.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
244.0,427.0,415.0,165.0,1251.0
