mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-24 16:34:08.155,2021-03-24-16-34-08-155,851,627,1119,171,0,1749,905,201,0,0,0,0,1609,2923,13,12
2021-03-24 16:34:08.187,2021-03-24-16-34-08-187,851,627,1119,171,0,1749,905,201,0,0,0,0,1608,2922,11,10
2021-03-24 16:34:08.202,2021-03-24-16-34-08-202,851,627,1119,171,0,1749,905,201,0,0,0,0,1609,2923,11,10
2021-03-24 16:34:08.234,2021-03-24-16-34-08-234,851,627,1119,171,0,1749,905,201,0,0,0,0,1611,2923,13,12
2021-03-24 16:34:08.265,2021-03-24-16-34-08-265,852,430,428,165,0,255,0,0,0,0,0,0,1609,2925,11,12
2021-03-24 16:34:08.296,2021-03-24-16-34-08-296,852,430,428,165,0,255,0,0,0,0,0,0,1611,2924,11,12
2021-03-24 16:34:08.312,2021-03-24-16-34-08-312,852,430,428,165,0,255,0,0,0,0,0,0,1611,2923,11,12
2021-03-24 16:34:08.343,2021-03-24-16-34-08-343,852,430,428,165,0,255,0,0,0,0,0,0,1609,2923,11,10
2021-03-24 16:34:08.359,2021-03-24-16-34-08-359,852,430,428,165,0,255,0,0,0,0,0,0,1610,2921,11,16
2021-03-24 16:34:08.390,2021-03-24-16-34-08-390,852,430,428,165,0,255,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:08.421,2021-03-24-16-34-08-421,246,430,428,164,0,255,0,0,0,0,0,0,1610,2923,11,10
2021-03-24 16:34:08.437,2021-03-24-16-34-08-437,246,430,428,164,0,255,0,0,0,0,0,0,1607,2923,11,12
2021-03-24 16:34:08.468,2021-03-24-16-34-08-468,246,430,428,164,0,255,0,0,0,0,0,0,1604,2924,3,10
2021-03-24 16:34:08.499,2021-03-24-16-34-08-499,246,430,428,164,0,255,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:08.515,2021-03-24-16-34-08-515,246,430,428,164,0,255,0,0,0,0,0,0,1608,2925,10,12
2021-03-24 16:34:08.546,2021-03-24-16-34-08-546,246,430,428,164,0,255,0,0,0,0,0,0,1610,2924,13,12
2021-03-24 16:34:08.562,2021-03-24-16-34-08-562,246,430,428,164,0,255,0,0,0,0,0,0,1608,2924,10,12
2021-03-24 16:34:08.593,2021-03-24-16-34-08-593,246,430,427,165,0,257,0,0,0,0,0,0,1608,2923,11,12
2021-03-24 16:34:08.624,2021-03-24-16-34-08-624,246,430,427,165,0,257,0,0,0,0,0,0,1609,2923,13,12
2021-03-24 16:34:08.640,2021-03-24-16-34-08-640,246,430,427,165,0,257,0,0,0,0,0,0,1609,2923,11,10
2021-03-24 16:34:08.671,2021-03-24-16-34-08-671,246,430,427,165,0,257,0,0,0,0,0,0,1609,2925,11,14
2021-03-24 16:34:08.702,2021-03-24-16-34-08-702,246,430,427,165,0,257,0,0,0,0,0,0,1609,2924,11,10
2021-03-24 16:34:08.718,2021-03-24-16-34-08-718,246,430,427,165,0,257,0,0,0,0,0,0,1608,2924,11,14
2021-03-24 16:34:08.749,2021-03-24-16-34-08-749,246,430,429,165,0,255,0,0,0,0,0,0,1609,2925,11,14
2021-03-24 16:34:08.780,2021-03-24-16-34-08-780,246,430,429,165,0,255,0,0,0,0,0,0,1608,2924,11,12
2021-03-24 16:34:08.796,2021-03-24-16-34-08-796,246,430,429,165,0,255,0,0,0,0,0,0,1609,2924,13,12
2021-03-24 16:34:08.827,2021-03-24-16-34-08-827,246,430,429,165,0,255,0,0,0,0,0,0,1610,2924,11,14
2021-03-24 16:34:08.858,2021-03-24-16-34-08-858,246,430,429,165,0,255,0,0,0,0,0,0,1608,2925,11,12
2021-03-24 16:34:08.874,2021-03-24-16-34-08-874,246,430,429,165,0,255,0,0,0,0,0,0,1609,2923,11,10
2021-03-24 16:34:08.905,2021-03-24-16-34-08-905,246,430,428,165,0,256,0,0,0,0,0,0,1609,2922,11,10
2021-03-24 16:34:08.937,2021-03-24-16-34-08-937,246,430,428,165,0,256,0,0,0,0,0,0,1608,2922,11,10
2021-03-24 16:34:08.968,2021-03-24-16-34-08-968,246,430,428,165,0,256,0,0,0,0,0,0,1608,2922,11,10
2021-03-24 16:34:08.983,2021-03-24-16-34-08-983,246,430,428,165,0,256,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.015,2021-03-24-16-34-09-015,246,430,428,165,0,256,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.046,2021-03-24-16-34-09-046,246,430,428,165,0,256,0,0,0,0,0,0,1608,2923,10,10
2021-03-24 16:34:09.061,2021-03-24-16-34-09-061,246,430,429,165,0,256,0,0,0,0,0,0,1608,2924,10,10
2021-03-24 16:34:09.093,2021-03-24-16-34-09-093,246,430,429,165,0,256,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.108,2021-03-24-16-34-09-108,246,430,429,165,0,256,0,0,0,0,0,0,1608,2923,10,10
2021-03-24 16:34:09.140,2021-03-24-16-34-09-140,246,430,429,165,0,256,0,0,0,0,0,0,1609,2921,11,10
2021-03-24 16:34:09.171,2021-03-24-16-34-09-171,246,430,429,165,0,256,0,0,0,0,0,0,1609,2925,11,12
2021-03-24 16:34:09.186,2021-03-24-16-34-09-186,246,430,429,165,0,256,0,0,0,0,0,0,1609,2923,11,12
2021-03-24 16:34:09.218,2021-03-24-16-34-09-218,246,430,428,165,0,255,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.249,2021-03-24-16-34-09-249,246,430,428,165,0,255,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.265,2021-03-24-16-34-09-265,246,430,428,165,0,255,0,0,0,0,0,0,1608,2925,10,16
2021-03-24 16:34:09.296,2021-03-24-16-34-09-296,246,430,428,165,0,255,0,0,0,0,0,0,1608,2924,9,12
2021-03-24 16:34:09.327,2021-03-24-16-34-09-327,246,430,428,165,0,255,0,0,0,0,0,0,1609,2923,11,10
2021-03-24 16:34:09.343,2021-03-24-16-34-09-343,246,430,428,165,0,255,0,0,0,0,0,0,1608,2923,10,10
2021-03-24 16:34:09.374,2021-03-24-16-34-09-374,246,430,428,165,0,254,0,0,0,0,0,0,1609,2925,13,12
2021-03-24 16:34:09.405,2021-03-24-16-34-09-405,246,430,428,165,0,254,0,0,0,0,0,0,1608,2923,10,10
2021-03-24 16:34:09.436,2021-03-24-16-34-09-436,246,430,428,165,0,254,0,0,0,0,0,0,1609,2923,11,12
2021-03-24 16:34:09.452,2021-03-24-16-34-09-452,246,430,428,165,0,254,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.483,2021-03-24-16-34-09-483,246,430,428,165,0,254,0,0,0,0,0,0,1607,2924,11,12
2021-03-24 16:34:09.515,2021-03-24-16-34-09-515,246,430,428,165,0,254,0,0,0,0,0,0,1607,2923,11,12
2021-03-24 16:34:09.530,2021-03-24-16-34-09-530,246,430,428,165,0,256,0,0,0,0,0,0,1608,2924,11,12
2021-03-24 16:34:09.561,2021-03-24-16-34-09-561,246,430,428,165,0,256,0,0,0,0,0,0,1608,2925,11,10
2021-03-24 16:34:09.593,2021-03-24-16-34-09-593,246,430,428,165,0,256,0,0,0,0,0,0,1610,2924,13,12
2021-03-24 16:34:09.608,2021-03-24-16-34-09-608,246,430,428,165,0,256,0,0,0,0,0,0,1610,2922,11,10
2021-03-24 16:34:09.639,2021-03-24-16-34-09-639,246,430,428,165,0,256,0,0,0,0,0,0,1608,2924,11,10
2021-03-24 16:34:09.671,2021-03-24-16-34-09-671,246,430,428,165,0,256,0,0,0,0,0,0,1606,2924,10,10
2021-03-24 16:34:09.686,2021-03-24-16-34-09-686,246,430,429,164,0,256,0,0,0,0,0,0,1608,2923,10,12
2021-03-24 16:34:09.718,2021-03-24-16-34-09-718,246,430,429,164,0,256,0,0,0,0,0,0,1608,2923,11,10
2021-03-24 16:34:09.749,2021-03-24-16-34-09-749,246,430,429,164,0,256,0,0,0,0,0,0,1609,2924,10,16
2021-03-24 16:34:09.764,2021-03-24-16-34-09-764,246,430,429,164,0,256,0,0,0,0,0,0,1609,2923,10,10
2021-03-24 16:34:09.796,2021-03-24-16-34-09-796,246,430,429,164,0,256,0,0,0,0,0,0,1610,2924,13,14
2021-03-24 16:34:09.827,2021-03-24-16-34-09-827,246,430,429,164,0,256,0,0,0,0,0,0,1610,2924,11,12
2021-03-24 16:34:09.843,2021-03-24-16-34-09-843,246,430,429,164,0,256,0,0,0,0,0,0,1608,2923,10,10
2021-03-24 16:34:09.874,2021-03-24-16-34-09-874,246,430,429,164,0,256,0,0,0,0,0,0,1609,2922,11,10
