mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-24 16:17:34.855,2021-03-24-16-17-34-855,1038,590,1201,260,0,1263,0,452,0,0,0,0,1607,2895,11,10
2021-03-24 16:17:34.902,2021-03-24-16-17-34-902,1037,590,1203,182,0,1263,0,0,0,0,0,0,1607,2895,10,12
2021-03-24 16:17:34.933,2021-03-24-16-17-34-933,1037,590,1203,182,0,1263,0,0,0,0,0,0,1607,2894,11,10
2021-03-24 16:17:34.949,2021-03-24-16-17-34-949,1037,590,1203,182,0,1263,0,0,0,0,0,0,1607,2895,10,10
2021-03-24 16:17:34.965,2021-03-24-16-17-34-965,1037,590,1203,182,0,1263,0,0,0,0,0,0,1607,2895,10,12
2021-03-24 16:17:34.980,2021-03-24-16-17-34-980,1037,590,1203,182,0,1263,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:34.996,2021-03-24-16-17-34-996,1037,590,1203,182,0,1263,0,0,0,0,0,0,1608,2893,11,10
2021-03-24 16:17:35.027,2021-03-24-16-17-35-027,234,423,410,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.058,2021-03-24-16-17-35-058,234,423,410,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.074,2021-03-24-16-17-35-074,234,423,410,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.089,2021-03-24-16-17-35-089,234,423,410,182,0,246,0,0,0,0,0,0,1606,2894,10,12
2021-03-24 16:17:35.121,2021-03-24-16-17-35-121,234,423,410,182,0,246,0,0,0,0,0,0,1608,2895,13,14
2021-03-24 16:17:35.152,2021-03-24-16-17-35-152,234,423,410,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.183,2021-03-24-16-17-35-183,234,423,410,182,0,245,0,0,0,0,0,0,1607,2895,10,10
2021-03-24 16:17:35.199,2021-03-24-16-17-35-199,234,423,410,182,0,245,0,0,0,0,0,0,1598,2895,0,12
2021-03-24 16:17:35.214,2021-03-24-16-17-35-214,234,423,410,182,0,245,0,0,0,0,0,0,1609,2895,13,12
2021-03-24 16:17:35.246,2021-03-24-16-17-35-246,234,423,410,182,0,245,0,0,0,0,0,0,1606,2894,11,10
2021-03-24 16:17:35.277,2021-03-24-16-17-35-277,234,423,410,182,0,245,0,0,0,0,0,0,1609,2900,14,24
2021-03-24 16:17:35.308,2021-03-24-16-17-35-308,234,423,410,182,0,245,0,0,0,0,0,0,1607,2895,10,10
2021-03-24 16:17:35.339,2021-03-24-16-17-35-339,234,423,410,182,0,246,0,0,0,0,0,0,1609,2896,11,12
2021-03-24 16:17:35.370,2021-03-24-16-17-35-370,234,423,410,182,0,246,0,0,0,0,0,0,1608,2895,11,12
2021-03-24 16:17:35.386,2021-03-24-16-17-35-386,234,423,410,182,0,246,0,0,0,0,0,0,1606,2893,11,10
2021-03-24 16:17:35.402,2021-03-24-16-17-35-402,234,423,410,182,0,246,0,0,0,0,0,0,1607,2894,11,12
2021-03-24 16:17:35.433,2021-03-24-16-17-35-433,234,423,410,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.449,2021-03-24-16-17-35-449,234,423,410,182,0,246,0,0,0,0,0,0,1607,2894,11,10
2021-03-24 16:17:35.480,2021-03-24-16-17-35-480,234,423,409,182,0,247,0,0,0,0,0,0,1607,2894,11,12
2021-03-24 16:17:35.511,2021-03-24-16-17-35-511,234,423,409,182,0,247,0,0,0,0,0,0,1606,2895,10,10
2021-03-24 16:17:35.527,2021-03-24-16-17-35-527,234,423,409,182,0,247,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.542,2021-03-24-16-17-35-542,234,423,409,182,0,247,0,0,0,0,0,0,1607,2894,10,10
2021-03-24 16:17:35.574,2021-03-24-16-17-35-574,234,423,409,182,0,247,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.589,2021-03-24-16-17-35-589,234,423,409,182,0,247,0,0,0,0,0,0,1607,2893,10,10
2021-03-24 16:17:35.620,2021-03-24-16-17-35-620,234,423,409,182,0,247,0,0,0,0,0,0,1607,2895,10,10
2021-03-24 16:17:35.652,2021-03-24-16-17-35-652,234,423,410,182,0,245,0,0,0,0,0,0,1606,2895,11,12
2021-03-24 16:17:35.683,2021-03-24-16-17-35-683,234,423,410,182,0,245,0,0,0,0,0,0,1608,2895,11,14
2021-03-24 16:17:35.714,2021-03-24-16-17-35-714,234,423,410,182,0,245,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.745,2021-03-24-16-17-35-745,234,423,410,182,0,245,0,0,0,0,0,0,1607,2895,11,12
2021-03-24 16:17:35.761,2021-03-24-16-17-35-761,234,423,410,182,0,245,0,0,0,0,0,0,1607,2894,11,10
2021-03-24 16:17:35.777,2021-03-24-16-17-35-777,234,423,410,182,0,245,0,0,0,0,0,0,1607,2895,11,10
2021-03-24 16:17:35.792,2021-03-24-16-17-35-792,235,423,409,182,0,246,0,0,0,0,0,0,1607,2893,11,10
2021-03-24 16:17:35.823,2021-03-24-16-17-35-823,235,423,409,182,0,246,0,0,0,0,0,0,1607,2895,10,10
2021-03-24 16:17:35.839,2021-03-24-16-17-35-839,235,423,409,182,0,246,0,0,0,0,0,0,1606,2895,10,12
2021-03-24 16:17:35.870,2021-03-24-16-17-35-870,235,423,409,182,0,246,0,0,0,0,0,0,1607,2894,11,12
2021-03-24 16:17:35.902,2021-03-24-16-17-35-902,235,423,409,182,0,246,0,0,0,0,0,0,1608,2895,13,16
2021-03-24 16:17:35.933,2021-03-24-16-17-35-933,235,423,409,182,0,246,0,0,0,0,0,0,1607,2895,11,10
2021-03-24 16:17:35.964,2021-03-24-16-17-35-964,235,423,410,182,0,246,0,0,0,0,0,0,1607,2895,11,12
2021-03-24 16:17:35.995,2021-03-24-16-17-35-995,235,423,410,182,0,246,0,0,0,0,0,0,1608,2897,13,14
