mtime,Measurement time,Seat L1,Seat L2,Seat L3,Seat L4,L1,L2,L3,L4,L5,L6,L7,L8,Leg rest Angle,Recline Angle,Leg rest Voltage,Leg rest Ext. Voltage
2021-03-24 13:45:18.157,2021-03-24-13-45-18-157,935,552,919,362,0,1922,0,658,0,0,0,0,1648,2921,11,10
2021-03-24 13:45:18.189,2021-03-24-13-45-18-189,935,552,919,362,0,1922,0,658,0,0,0,0,1648,2921,11,10
2021-03-24 13:45:18.204,2021-03-24-13-45-18-204,935,552,919,362,0,1922,0,658,0,0,0,0,1648,2922,11,12
2021-03-24 13:45:18.235,2021-03-24-13-45-18-235,935,552,919,362,0,1922,0,658,0,0,0,0,1648,2921,11,10
2021-03-24 13:45:18.267,2021-03-24-13-45-18-267,935,552,919,362,0,1922,0,658,0,0,0,0,1649,2923,13,12
2021-03-24 13:45:18.282,2021-03-24-13-45-18-282,935,552,919,362,0,1922,0,658,0,0,0,0,1648,2921,11,10
2021-03-24 13:45:18.313,2021-03-24-13-45-18-313,8381,437,414,178,0,114,0,0,0,0,0,0,1647,2922,10,10
2021-03-24 13:45:18.345,2021-03-24-13-45-18-345,8381,437,414,178,0,114,0,0,0,0,0,0,1648,2922,11,10
2021-03-24 13:45:18.392,2021-03-24-13-45-18-392,8381,437,414,178,0,114,0,0,0,0,0,0,1648,2921,11,10
2021-03-24 13:45:18.407,2021-03-24-13-45-18-407,8381,437,414,178,0,114,0,0,0,0,0,0,1648,2922,10,10
2021-03-24 13:45:18.423,2021-03-24-13-45-18-423,8381,437,414,178,0,114,0,0,0,0,0,0,1647,2922,11,12
2021-03-24 13:45:18.438,2021-03-24-13-45-18-438,8381,437,414,178,0,114,0,0,0,0,0,0,1650,2923,11,12
2021-03-24 13:45:18.470,2021-03-24-13-45-18-470,838,437,414,178,0,114,0,0,0,0,0,0,1648,2922,11,12
2021-03-24 13:45:18.501,2021-03-24-13-45-18-501,838,437,414,178,0,114,0,0,0,0,0,0,1649,2921,11,10
2021-03-24 13:45:18.517,2021-03-24-13-45-18-517,838,437,414,178,0,114,0,0,0,0,0,0,1647,2921,10,10
2021-03-24 13:45:18.548,2021-03-24-13-45-18-548,838,437,414,178,0,114,0,0,0,0,0,0,1648,2923,11,12
2021-03-24 13:45:18.579,2021-03-24-13-45-18-579,838,437,414,178,0,114,0,0,0,0,0,0,1647,2923,10,10
2021-03-24 13:45:18.595,2021-03-24-13-45-18-595,838,437,414,178,0,114,0,0,0,0,0,0,1648,2923,11,10
